,/lpc/nct6796dr/control/0,/lpc/nct6796dr/control/1,/lpc/nct6796dr/control/2,/lpc/nct6796dr/control/3,/lpc/nct6796dr/control/4,/lpc/nct6796dr/control/5,/lpc/nct6796dr/control/6,/lpc/nct6796dr/voltage/0,/lpc/nct6796dr/voltage/1,/lpc/nct6796dr/voltage/2,/lpc/nct6796dr/voltage/3,/lpc/nct6796dr/voltage/4,/lpc/nct6796dr/voltage/5,/lpc/nct6796dr/voltage/6,/lpc/nct6796dr/voltage/7,/lpc/nct6796dr/voltage/9,/lpc/nct6796dr/voltage/10,/lpc/nct6796dr/voltage/11,/lpc/nct6796dr/voltage/12,/lpc/nct6796dr/voltage/13,/lpc/nct6796dr/voltage/14,/lpc/nct6796dr/temperature/0,/lpc/nct6796dr/temperature/1,/lpc/nct6796dr/temperature/2,/lpc/nct6796dr/temperature/3,/lpc/nct6796dr/temperature/4,/lpc/nct6796dr/temperature/5,/lpc/nct6796dr/temperature/6,/lpc/nct6796dr/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/temperature/7,/intelcpu/0/temperature/8,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/clock/7,/intelcpu/0/clock/8,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","Fan Control #7","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","Temperature","Used Space"
10/10/2022 20:40:27,80.78432,54.11765,60,60,30.19608,30.19608,60,0.816000044,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,49.5,37,28,8.5,23,28,-12,1885.47485,0,5.49355125,2.34375,0.78125,0,0,0,0.78125,1.17497444,44,44,44,43,43,43,44,42,50,4606.34033,4305.92725,3404.68652,4606.34033,4606.34033,4606.34033,4606.34033,3705.1,38.0601273,20.3074188,16.6343956,2.19119763,100.13784,46.7767067,14.7874146,16.82536,36,9.162491
10/10/2022 20:40:32,80.78432,54.11765,60,60,30.19608,30.19608,60,0.904000044,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,49.5,37,28,8.5,23,28,-12,1882.84521,1.51515007,4.477608,0.746268034,0.7692337,0,0,0,1.49253607,1.12510324,52,43,45,43,44,44,44,42,52,4606.337,4606.337,4606.337,4606.337,4305.924,3705.09717,4606.337,4606.337,39.31688,21.5731773,16.680172,2.1999588,100.137764,46.7776337,14.7877083,16.8250656,36,9.162491
10/10/2022 20:40:37,80.78432,54.11765,60,60,30.19608,30.19608,60,0.808,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,50,37,28,9,22,28,-12,1888.11194,1.5625,5.46875,1.5625,2.35614777,0,0.806450844,0.78125,0,1.56719685,43,42,45,43,44,43,44,42,50,4606.34033,4606.34033,4305.927,4606.34033,4606.34033,4606.34033,3705.09985,2803.85938,37.74667,19.9402733,16.6995487,2.19916916,100.137833,46.7761,14.7872238,16.82555,36,9.162491
10/10/2022 20:40:42,80.78432,54.11765,60,60,30.19608,30.19608,60,0.984,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,49.5,37,28,9,23,28,-12,1893.40808,0,7.03125,2.38095522,2.36895084,0.793647766,0.793647766,0,1.58730149,1.86946988,43,42,43,43,44,43,44,43,50,4606.34131,4005.51416,4606.34131,4606.34131,4606.34131,4606.34131,3705.10059,2803.85986,38.81957,21.10192,16.6151543,2.21133041,100.137848,46.77934,14.7882462,16.8245277,36,9.162491
10/10/2022 20:40:47,80.78432,54.11765,60,60,30.19608,30.19608,60,1.09600008,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.68000007,49,37,28,8.5,23,28,-12,1888.11194,0.7692337,3.8461566,0.7692337,0.7692337,0,0,0,2.30768919,1.05769634,43,42,44,43,43,43,43,42,48,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,3705.10059,3404.687,4606.34131,39.3838921,21.7844219,16.5159779,2.20770764,100.137848,46.76849,14.7848167,16.8279572,36,9.162491
10/10/2022 20:40:52,80.78432,54.11765,60,60,30.19608,30.19608,60,0.968000054,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,49.5,38,28,8.5,23,28,-12,1906.77966,1.53846145,3.78787518,1.53846145,0.7692337,0.757575035,0,0,1.53846145,1.24126077,42,42,43,43,43,43,44,42,49,4606.341,4606.341,4606.341,4305.92725,3404.68677,2503.446,4606.341,4606.341,38.1326942,20.385107,16.6502247,2.205896,100.137848,46.7822227,14.7891579,16.823616,36,9.162491
10/10/2022 20:40:57,80.78432,54.11765,60,60,30.19608,30.19608,60,0.952,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,49.5,38,29,8.5,23,28,-12,1904.09021,0,3.125,3.125,0,0.78125,0,0,1.5625,1.07421875,42,51,43,44,43,44,44,42,51,4606.33643,4606.33643,4606.33643,4305.923,4606.33643,4606.33643,4606.33643,3705.09668,38.9198,21.0818214,16.7073631,2.19133663,100.137749,46.77818,14.78788,16.824894,36,9.162491
10/10/2022 20:41:02,81.9607849,55.294117,60,60,30.19608,30.19608,60,1.09600008,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,50,38,29,8.5,23,28,-12,1939.65515,1.53846145,2.30768919,4.615384,3.076923,0.7692337,0.7692337,3.88221145,1.53846145,2.31220126,44,43,44,43,44,43,44,43,51,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4005.51343,3104.273,4606.34033,38.5300751,20.7759476,16.7011566,2.20765,100.137833,46.77732,14.7876091,16.8251648,36,9.162491
10/10/2022 20:41:07,80.78432,54.11765,60,60,30.19608,30.19608,60,0.856000066,1.672,3.47200012,3.37600017,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,50,38,29,9,23,28,-12,1901.40845,0,2.34375,1.5625,0,0,1.5625,0.78125,0,0.78125,45,44,44,45,45,44,45,43,50,801.103333,801.103333,801.103333,801.103333,4606.344,4606.344,4606.344,4606.344,38.2898979,20.1059933,17.131712,2.06373668,100.137917,46.7953873,14.79332,16.8194542,36,9.162491
10/10/2022 20:41:12,80.78432,54.11765,60,60,30.19608,30.19608,60,1.03200006,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,49.5,38,29,9,23,28,-12,1901.40845,0,6.153846,0,1.53846145,0.7692337,0,0,1.53846145,1.24999881,44,43,45,45,43,45,44,44,50,4606.341,801.1027,801.1027,801.1027,4606.341,4606.341,4606.341,4606.341,38.48553,20.589365,16.8081932,2.170252,100.13784,46.80428,14.7961311,16.8166428,36,9.162491
10/10/2022 20:41:18,80.78432,54.11765,60,60,30.19608,30.19608,60,0.960000038,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.68000007,50,38,29,8.5,23,28,-13,1896.06738,0.793647766,3.90625,2.34375,0,0.78125,0,0.78125,0.78125,1.17342472,43,43,44,43,44,44,45,42,50,801.102661,801.102661,4606.34033,4606.34033,4606.34033,4606.34033,3705.09961,2803.85913,39.1312675,21.26642,16.742506,2.19730115,100.137833,46.8129768,14.7988815,16.8138924,36,9.162491
10/10/2022 20:41:23,80.78432,54.11765,60,60,30.19608,30.19608,60,0.808,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,49.5,38,29,8.5,23,28,-13,1898.73413,0.7692337,4.54545,0,0.7692337,0,0.7692337,1.5625,0,1.05195642,44,42,44,43,43,43,44,43,50,801.102661,801.102661,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,3705.09985,38.0030251,20.0999527,16.7893715,2.17753243,100.137833,46.8107224,14.7981682,16.8146057,36,9.162491
10/10/2022 20:41:28,80.78432,54.11765,60,60,30.19608,30.19608,60,0.808,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,50,38,29,8.5,23,28,-12,1882.84521,0,3.14980149,3.125,0.793647766,0.78125,0.78125,0,3.13739777,1.47104263,44,43,45,43,45,44,45,43,50,4606.34033,801.102661,4606.34033,4606.34033,4606.34033,4606.34033,801.102661,801.102661,39.38963,21.53421,16.7594547,2.19339657,100.137833,46.807972,14.7972984,16.8154755,36,9.162491
10/10/2022 20:41:33,80.78432,54.11765,60,60,30.19608,30.19608,60,1.008,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.68000007,50,38,29,9,22,28,-12,1885.47485,0,3.90625,0.78125,0.78125,0.78125,0,0.7692337,0,0.8774042,43,42,43,43,44,43,44,43,49,4606.34,4606.34,4606.34,4606.34,4005.513,3104.27271,4606.34,801.1026,38.31821,20.4534359,16.788002,2.17545557,100.137825,46.8092422,14.797699,16.8150749,36,9.162498
10/10/2022 20:41:38,80.78432,54.11765,60,60,30.19608,30.19608,60,0.808,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,50,38,29,8.5,23,28,-13,1888.11194,0.78125,5.46875,4.6875,0.7692337,0,0,0,1.5625,1.65865421,42,42,44,43,43,43,44,42,51,801.102234,801.102234,4606.338,4606.338,4606.338,4606.338,3705.098,4606.338,39.7921143,21.8723755,16.8371067,2.196863,100.137779,46.7995148,14.7946243,16.81815,36,9.162498
