,/lpc/nct6796dr/control/0,/lpc/nct6796dr/control/1,/lpc/nct6796dr/control/2,/lpc/nct6796dr/control/3,/lpc/nct6796dr/control/4,/lpc/nct6796dr/control/5,/lpc/nct6796dr/control/6,/lpc/nct6796dr/voltage/0,/lpc/nct6796dr/voltage/1,/lpc/nct6796dr/voltage/2,/lpc/nct6796dr/voltage/3,/lpc/nct6796dr/voltage/4,/lpc/nct6796dr/voltage/5,/lpc/nct6796dr/voltage/6,/lpc/nct6796dr/voltage/7,/lpc/nct6796dr/voltage/9,/lpc/nct6796dr/voltage/10,/lpc/nct6796dr/voltage/11,/lpc/nct6796dr/voltage/12,/lpc/nct6796dr/voltage/13,/lpc/nct6796dr/voltage/14,/lpc/nct6796dr/temperature/0,/lpc/nct6796dr/temperature/1,/lpc/nct6796dr/temperature/2,/lpc/nct6796dr/temperature/3,/lpc/nct6796dr/temperature/4,/lpc/nct6796dr/temperature/5,/lpc/nct6796dr/temperature/6,/lpc/nct6796dr/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/temperature/7,/intelcpu/0/temperature/8,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/clock/7,/intelcpu/0/clock/8,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","Fan Control #7","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","Temperature","Used Space"
10/10/2022 20:54:46,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.92,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,54.5,43,31,9,23,28,-12,2033.13257,13.0769253,4.6875,3.13739777,2.34375,1.5625,3.90625,0,0,3.58929038,54,55,62,48,48,49,49,47,62,4606.34131,4606.34131,4606.34131,4005.51416,4606.34131,4606.34131,4606.34131,4606.34131,48.418354,30.12856,17.21588,2.136418,100.137856,47.23677,14.9328537,16.67992,36,9.165634
10/10/2022 20:54:51,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.992000043,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,54,42,31,8.5,23,28,-12,2033.13257,9.375,6.94749355,3.8461566,2.36895084,0,1.5504837,0.7692337,0.78125,3.20482254,47,46,48,47,47,47,49,47,52,4305.92871,4606.34229,4606.34229,4606.34229,4606.34229,4606.34229,4606.34229,4606.34229,45.9867744,27.7786331,17.1875534,2.0906117,100.137878,47.24815,14.936451,16.6763229,36,9.165634
10/10/2022 20:54:56,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.808,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55,42,31,9,23,28,-12,2027.027,7.8125,7.849705,4.6875,2.34375,0,0.78125,0,1.5625,3.12964916,49,48,50,48,49,50,49,48,53,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4005.51318,4606.34033,48.6406937,30.3247929,17.24132,2.19834614,100.137833,47.2481041,14.9364357,16.6763382,36,9.165634
10/10/2022 20:55:01,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.91200006,1.672,3.456,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,54.5,42,31,8.5,23,28,-12,2030.0752,11.71875,4.76190472,2.34375,0,3.125,0.78125,0.7692337,1.5625,3.13279629,49,47,49,48,48,48,48,48,53,3705.099,4606.33936,4606.33936,4606.33936,4606.33936,4005.51245,4606.33936,4606.33936,48.734417,30.2842255,17.3492889,2.26677,100.13781,47.2388344,14.933506,16.6792679,36,9.165634
10/10/2022 20:55:07,89.8039246,63.92157,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.192,1.672,3.47200012,3.37600017,0.992000043,1.064,1.32800007,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,59.5,42,31,9,22,28,-12,2030.0752,3.8461566,16.9230766,4.615384,2.30768919,4.6274066,2.30768919,8.473557,6.153846,6.15685558,52,51,52,51,52,52,52,51,55,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,78.64218,60.0457573,17.3066978,2.74364448,100.137848,47.4835,15.0108528,16.6019211,36,9.165634
10/10/2022 20:55:12,87.84314,61.9607849,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.2240001,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,57.5,43,31,9,22,28,-12,2153.11,6.92307949,8.4615345,0.7692337,1.5625,1.53846145,0,0,3.8461566,2.8876245,59,59,52,61,52,52,52,51,61,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,54.65442,36.36468,17.17666,2.260915,100.137817,47.97469,15.16613,16.4466438,36,9.165634
10/10/2022 20:55:17,87.84314,61.9607849,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.144,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,56,43,31,8.5,23,28,-12,2112.676,10.0000019,6.153846,0.7692337,2.308768,0.7692337,1.53846145,0,3.8461566,3.1732142,51,52,52,52,53,51,51,52,55,4606.34,4606.34,4606.34,4606.34,4606.34,4005.513,3104.27271,4606.34,50.01581,31.6058159,17.3209629,2.17097235,100.137825,47.94515,15.1567917,16.4559822,36,9.165634
10/10/2022 20:55:22,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.904000044,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55.5,43,31,8.5,23,28,-12,2099.53345,9.375,7.8125,0,0.78125,0,3.91864777,0.78125,3.125,3.224206,49,48,49,49,49,49,49,48,53,4606.34033,4606.34033,4606.34033,4606.34033,4305.927,3705.09985,2803.85938,4606.34033,45.46689,27.13021,17.2884083,2.13039112,100.137833,47.9123268,15.1464157,16.4663582,36,9.165634
10/10/2022 20:55:27,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.952,1.672,3.456,3.37600017,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55.5,43,31,8.5,23,28,-12,2076.923,7.936507,3.14980149,3.90625,3.125,0,0,0,0.78125,2.36235261,56,56,51,58,53,60,50,59,59,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4005.5144,47.37852,29.040451,17.26184,2.10081673,100.137856,47.8009758,15.1112137,16.50156,36,9.165634
10/10/2022 20:55:32,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.072,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55,43,31,9,22,28,-12,2076.923,6.25,6.1188817,2.30768919,0.757575035,0.7692337,3.8461566,0.7692337,0.7692337,2.698505,49,47,49,48,48,48,49,48,53,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4305.927,3404.68628,45.2260246,26.9712639,17.1699734,2.13485169,100.137833,47.7778053,15.1038895,16.5088844,36,9.165634
10/10/2022 20:55:37,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.128,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55,43,31,9,23,28,-12,2045.45459,8.4615345,4.651439,0.7692337,2.3317337,2.30768919,0.7692337,0.7692337,0,2.50751376,49,48,50,48,49,48,49,48,55,4606.341,3705.10034,2803.85962,4606.341,4606.341,4606.341,4606.341,4606.341,47.52686,29.2492466,17.2162,2.13938522,100.137848,47.6863976,15.0749931,16.53778,36,9.165787
10/10/2022 20:55:42,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.176,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,54.5,43,31,8.5,23,28,-12,2045.45459,7.69230747,10.0120182,3.87018919,0.7692337,0,0.7692337,0.7692337,2.30768919,3.27373743,50,50,49,49,49,49,49,58,58,4606.341,4606.341,4606.341,4305.92725,4606.341,4606.341,4606.341,4606.341,46.0639343,27.7812176,17.2482624,2.10428047,100.137848,47.6816559,15.073494,16.53928,36,9.165787
10/10/2022 20:55:47,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,55.5,43,31,8.5,23,28,-12,2073.73267,10.9375,7.03125,3.125,0.78125,0,0.78125,0.78125,1.57489777,3.12654972,49,47,49,48,48,48,49,47,53,4606.337,4606.337,4606.337,4606.337,4606.337,4305.92334,3404.68384,4606.337,46.10197,27.7369576,17.2337284,2.15229821,100.137756,47.631794,15.0577316,16.5550423,36,9.165787
10/10/2022 20:55:52,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.904000044,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,54.5,43,31,8.5,23,28,-12,2042.36011,9.523809,6.25,1.5625,0,2.34375,0.78125,0.78125,0,2.65532136,57,49,49,49,49,48,49,48,57,801.1027,801.1027,801.1027,801.1027,4606.341,4606.341,4606.341,4606.341,44.8515167,26.5441551,17.2541256,2.12643743,100.13784,47.61879,15.0536194,16.5591545,36,9.165787
10/10/2022 20:55:57,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.192,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,54.5,43,31,9,23,28,-12,2048.55835,10.15625,6.25,2.34375,1.5625,0.78125,0,0,0,2.63671875,48,47,49,48,48,47,49,47,53,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,1602.2052,47.2060127,28.8808956,17.24078,2.13066554,100.137825,47.61777,15.053299,16.5594749,36,9.165787
10/10/2022 20:56:02,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.936000049,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,54.5,43,31,8.5,23,28,-12,2045.45459,7.130456,7.862103,3.125,0,1.57489777,0,0,3.125,2.85218358,56,56,51,60,50,50,49,50,60,4606.33936,4606.33936,4606.33936,4005.5127,3104.27222,4606.33936,4606.33936,4606.33936,45.947937,27.6791821,17.18974,2.14519358,100.137817,47.6160851,15.0527649,16.560009,36,9.165787
10/10/2022 20:56:07,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.192,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,54.5,43,31,8.5,23,28,-12,2033.13257,7.8125,5.303031,1.5625,1.5625,1.5625,0,0.7692337,3.076923,2.70614624,49,48,49,48,51,50,50,49,54,4606.34033,4606.34033,3705.09961,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,46.9467621,28.6559334,17.2215462,2.15810776,100.137833,47.61326,15.0518723,16.5609016,36,9.1642
10/10/2022 20:56:12,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.20800006,1.672,3.47200012,3.37600017,0.992000043,1.064,1.33600008,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,54.5,43,31,8.5,23,28,-12,2036.1991,8.59375,8.606148,4.6875,0,0.78125,0.78125,0.7692337,2.34375,3.32036018,49,47,49,48,48,48,50,47,55,4606.341,3705.1,4606.341,4606.341,4606.341,4606.341,4606.341,4005.51367,46.86707,28.6073151,17.2078724,2.139315,100.13784,47.59336,15.0455818,16.5671921,36,9.1642
10/10/2022 20:56:17,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.21600008,1.672,3.456,3.37600017,0.992000043,1.056,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55,43,31,8.5,23,28,-12,2061.0686,13.28125,7.8125,2.34375,2.34375,1.5625,0.7692337,0,0.78125,3.61177921,51,50,50,49,49,49,50,58,58,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,50.5846939,32.2041664,17.1991673,2.35638666,100.137863,47.59441,15.0459137,16.56686,36,9.1642
10/10/2022 20:56:22,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.8,1.672,3.456,3.37600017,0.992000043,1.056,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55,43,31,9,23,28,-12,2045.45459,13.0769253,6.92307949,1.53846145,4.615384,0,2.30768919,0,2.30768919,3.8461566,49,48,49,49,49,49,49,48,54,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4305.92773,4606.34131,4606.34131,49.33268,31.0565586,17.1411343,2.36542344,100.137856,47.5937,15.0456886,16.5670853,36,9.1642
10/10/2022 20:56:27,85.8823547,59.6078453,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.21600008,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55,43,31,8.5,23,28,-12,2042.36011,11.5384579,6.92307949,3.076923,0,2.30768919,0.7692337,0,3.076923,3.46153975,49,48,50,53,49,49,49,48,55,4606.34863,4606.34863,4606.34863,4606.34863,4606.34863,4606.34863,4606.34863,4606.34863,49.4406929,31.1456,17.1436386,2.33342123,100.138016,47.5955467,15.0462723,16.5665016,36,9.1642
10/10/2022 20:56:32,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.136,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55.5,43,31,8.5,23,28,-12,2045.45459,9.230768,11.5384579,0.7692337,0,0.7692337,0,0.757575035,1.53846145,3.07546854,50,49,50,50,50,50,50,50,54,4606.336,4606.336,4606.336,4606.336,4606.336,801.101868,801.101868,4606.336,51.07869,32.7108841,17.2789631,2.28738141,100.137733,47.5963821,15.0465355,16.5662384,36,9.1642
10/10/2022 20:56:37,88.62745,62.7451,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.184,1.672,3.456,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,57.5,43,31,9,23,28,-12,2061.0686,10.15625,7.8125,3.125,3.125,2.34375,11.71875,1.5625,3.125,5.37109375,53,51,51,51,51,51,51,55,55,4606.34033,801.102661,801.102661,801.102661,4606.34033,4606.34033,4606.34033,801.102661,65.3622,46.7497673,17.3708363,2.50217056,100.137833,47.64192,15.0609322,16.5518417,36,9.164215
10/10/2022 20:56:42,87.84314,61.9607849,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.856000066,1.672,3.47200012,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,56.5,43,31,8.5,23,28,-12,2119.30933,10.76923,5.303031,3.076923,2.30768919,0,0,0,1.53846145,2.874422,51,50,51,50,51,51,50,49,56,4606.341,801.1027,801.1027,4606.341,4606.341,4606.341,4606.341,4606.341,49.9469223,31.2884312,17.5074043,2.26175,100.13784,47.6735344,15.0709267,16.5418472,36,9.164215
10/10/2022 20:56:47,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.856000066,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55.5,43,31,9,23,28,-12,2096.27319,8.59375,7.03125,1.5625,3.125,0,0.78125,0.7692337,2.34375,3.02584171,57,58,53,50,51,63,51,50,63,4606.34375,4606.34375,4606.34375,4606.34375,4606.34375,4606.34375,4606.34375,4606.34375,49.1567764,30.5565357,17.4765,2.26049876,100.137909,47.6207428,15.0542374,16.5585365,36,9.164215
10/10/2022 20:56:52,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.856000066,1.672,3.47200012,3.37600017,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,56.5,43,31,9,23,28,-12,2076.923,9.230768,5.384612,0,0.7692337,2.30768919,0,1.53846145,0,2.40384936,50,50,50,50,51,51,50,48,55,4606.34229,4005.515,4606.34229,4606.34229,4606.34229,4606.34229,4305.92871,4005.515,47.75651,29.1140079,17.4734211,2.22206378,100.137871,47.614212,15.0521736,16.5606,36,9.164215
10/10/2022 20:56:57,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.088,1.672,3.47200012,3.37600017,0.992000043,1.064,1.3440001,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55.5,43,31,9,22,28,-12,2073.73267,11.71875,6.25,3.125,0.78125,0,0,0,1.5625,2.9296875,56,57,50,63,49,49,50,48,63,4606.34033,801.102661,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,49.3366356,30.8151627,17.4576187,2.23609185,100.137833,47.6143074,15.0522041,16.56057,36,9.164215
10/10/2022 20:57:02,88.62745,62.7451,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.024,1.672,3.456,3.37600017,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,57,44,31,9,22,28,-12,2096.27319,10.9375,6.25,5.46875,7.03125,0.78125,0.7692337,1.5625,0,4.10006046,55,54,53,51,52,52,52,58,58,4606.34033,4606.34033,4606.34033,4305.92725,3104.273,4606.34033,4606.34033,801.1027,56.6332245,37.8700333,17.581,2.3367672,100.13784,48.0788651,15.1990623,16.4137115,36,9.164215
10/10/2022 20:57:07,87.84314,61.9607849,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.8,1.672,3.47200012,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,56,44,31,9,23,28,-12,2102.80371,8.59375,7.8125,1.5625,0.78125,1.5625,0,0,0.78125,2.63671875,49,48,49,49,49,49,50,48,54,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,48.95363,30.2282352,17.5900173,2.254304,100.13784,48.0885773,15.2021332,16.41064,37,9.164093
10/10/2022 20:57:12,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.992000043,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,56.5,44,31,8.5,23,28,-12,2089.7832,9.230768,5.303031,2.31971145,3.90625,0,0,0.78125,3.125,3.083253,50,49,51,50,51,49,50,48,54,4606.337,4606.337,4606.337,4606.337,3705.097,4606.337,4606.337,4606.337,49.10194,30.4370136,17.5308056,2.270532,100.137756,48.08987,15.2025414,16.4102325,37,9.164093
10/10/2022 20:57:17,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.84800005,1.672,3.456,3.36000013,0.992000043,1.064,1.32800007,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,56.5,44,31,8.5,23,28,-12,2089.7832,9.375,7.69230747,3.125,0.78125,2.38095522,0.78125,0,1.5625,3.212285,49,48,49,49,49,49,50,48,55,801.1024,801.1024,4606.339,4606.339,4606.339,4606.339,4606.339,4606.339,49.2886276,30.6443119,17.5354118,2.26326036,100.1378,48.0907021,15.2028046,16.40997,37,9.164093
10/10/2022 20:57:22,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.056,1.664,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55.5,44,31,8.5,23,28,-12,2076.923,6.349206,13.4072542,2.34375,2.36855149,1.5625,0,0.78125,2.34375,3.644532,49,49,50,49,49,50,50,48,54,4606.341,4606.341,4606.341,801.1027,801.1027,801.1027,4606.341,4606.341,48.9768562,30.2987289,17.56987,2.24096966,100.13784,48.09222,15.2032852,16.4094887,37,9.164093
10/10/2022 20:57:27,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.056,1.672,3.456,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,56.5,44,31,9,23,28,-12,2119.30933,10.0000019,5.555558,0,1.5625,1.58730149,0.78125,0,3.174603,2.83265114,54,58,51,57,51,61,50,57,58,4606.343,4606.343,4606.343,4606.343,4606.343,4606.343,4606.343,3705.10156,49.0910149,30.3540554,17.5893536,2.22503877,100.137878,48.1102257,15.2089767,16.4037971,37,9.164093
10/10/2022 20:57:32,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.960000038,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,56,44,31,8.5,23,28,-12,2073.73267,10.6410265,5.384612,1.53846145,1.53846145,1.53846145,0.7692337,0,3.076923,3.06090117,49,48,49,49,49,49,49,48,54,801.1022,4606.338,4606.338,4606.338,4606.338,4606.338,4606.338,4606.338,49.36957,30.7322845,17.538969,2.258308,100.137772,48.11394,15.2101517,16.4026222,37,9.164093
10/10/2022 20:57:37,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.808,1.672,3.456,3.36000013,0.992000043,1.056,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,56,43,31,9,23,28,-12,2073.73267,7.03125,5.555558,3.90625,0.78125,2.34375,0,0.78125,0.78125,2.6475668,58,57,50,59,50,50,50,49,59,4606.33936,4606.33936,4606.33936,3404.68579,4606.33936,4606.33936,4606.33936,4606.33936,49.5136147,30.8278847,17.56761,2.27722144,100.137817,48.11196,15.2095261,16.4032478,37,9.164108
10/10/2022 20:57:42,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.968000054,1.672,3.456,3.37600017,0.992000043,1.064,1.32800007,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,56,44,31,9,23,28,-12,2073.73267,10.0000019,6.153846,3.8461566,0.7692337,0.7692337,0,0,3.076923,3.076923,53,54,51,58,50,50,51,49,58,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,50.9429131,32.3242455,17.4804878,2.2756412,100.137848,48.1116371,15.2094231,16.40335,37,9.164108
10/10/2022 20:57:47,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,0.872000039,1.672,3.456,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,56,43,31,8.5,23,28,-12,2089.7832,9.2427845,6.153846,1.5625,1.5625,0.78125,0.7692337,0,4.6875,3.0949533,50,53,65,53,52,50,50,49,65,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,1201.654,1602.20532,1602.20532,49.5085945,30.9016132,17.4638214,2.287663,100.137833,48.11265,15.2097435,16.40303,37,9.164108
10/10/2022 20:57:52,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.1680001,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,56,44,31,9,23,28,-12,2083.33325,10.15625,7.741147,2.30768919,1.53846145,1.53846145,1.53846145,0,2.30768919,3.39102149,50,48,50,49,50,50,50,48,54,4606.34131,4606.34131,4606.34131,801.1028,801.1028,801.1028,4606.34131,4606.34131,49.93879,31.3226337,17.4895287,2.2810564,100.137848,48.1112747,15.2093086,16.4034653,37,9.164108
10/10/2022 20:57:58,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.0480001,1.672,3.456,3.37600017,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55.5,44,31,9,22,28,-12,2089.7832,9.230768,6.92307949,0.78125,2.34375,0,0,0.7692337,2.30768919,2.79447436,58,49,63,51,51,51,50,49,63,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,51.6382179,33.0319557,17.47167,2.27838349,100.137848,48.22398,15.2449379,16.367836,37,9.164108
10/10/2022 20:58:03,86.66667,60.7843132,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.09600008,1.672,3.456,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,56.5,44,31,9,22,28,-12,2093.02319,10.3174572,11.0987072,3.174603,0.78125,1.58730149,1.58730149,0,4.6875,4.154265,50,48,51,49,50,49,50,50,54,4606.34229,4606.34229,4606.34229,4606.34229,4305.92871,4606.34229,4606.34229,4606.34229,51.1058426,32.9319839,17.0174446,2.39728618,100.137878,48.2273,15.2459869,16.366787,37,9.164108
10/10/2022 20:58:08,87.84314,61.9607849,60.7843132,60.7843132,30.19608,30.19608,60.7843132,1.0480001,1.672,3.456,3.37600017,0.992000043,1.064,1.32800007,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,56,44,31,9,23,28,-12,2086.55322,10.9375,4.6875,4.6875,1.5625,4.699898,0,0.78125,0.78125,3.51717472,51,50,51,50,52,51,50,51,54,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,54.714592,37.4892349,15.9714479,2.57101846,100.137848,48.2499733,15.2531548,16.35962,37,9.164139
