,/lpc/nct6796dr/control/0,/lpc/nct6796dr/control/1,/lpc/nct6796dr/control/2,/lpc/nct6796dr/control/3,/lpc/nct6796dr/control/4,/lpc/nct6796dr/control/5,/lpc/nct6796dr/control/6,/lpc/nct6796dr/voltage/0,/lpc/nct6796dr/voltage/1,/lpc/nct6796dr/voltage/2,/lpc/nct6796dr/voltage/3,/lpc/nct6796dr/voltage/4,/lpc/nct6796dr/voltage/5,/lpc/nct6796dr/voltage/6,/lpc/nct6796dr/voltage/7,/lpc/nct6796dr/voltage/9,/lpc/nct6796dr/voltage/10,/lpc/nct6796dr/voltage/11,/lpc/nct6796dr/voltage/12,/lpc/nct6796dr/voltage/13,/lpc/nct6796dr/voltage/14,/lpc/nct6796dr/temperature/0,/lpc/nct6796dr/temperature/1,/lpc/nct6796dr/temperature/2,/lpc/nct6796dr/temperature/3,/lpc/nct6796dr/temperature/4,/lpc/nct6796dr/temperature/5,/lpc/nct6796dr/temperature/6,/lpc/nct6796dr/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/temperature/7,/intelcpu/0/temperature/8,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/clock/7,/intelcpu/0/clock/8,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/temperature/9,/atigpu/0/power/0,/atigpu/0/fan/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/atigpu/0/load/1,/atigpu/0/control/0,/hdd/0/temperature/0,/hdd/0/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","Fan Control #7","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Hot Spot","GPU Total","GPU Fan","GPU Core","GPU Memory","GPU Core","GPU Core","GPU Memory","GPU Fan","Temperature","Used Space"
10/13/2022 00:00:04,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.47200012,3.36000013,0.9760001,1.064,1.33600008,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,36,8.5,22,28,-12,2980.13257,34.74702,81.74603,90.47619,99.2063446,16.4434547,89.84375,54.37748,94.51885,70.16989,65,64,67,65,66,68,65,65,67,3604.963,3604.963,3604.963,3705.10083,3705.10083,4005.5144,4005.5144,4005.5144,62.6841469,61.553112,0,1.62868166,100.137863,49.6010666,15.8081512,16.0624352,61,66,27,2230,2313,1986,0.943,99,1,38,36,10.9605179
10/13/2022 00:00:09,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.9760001,1.672,3.47200012,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2993.34814,55.3030319,81.7366,89.84375,99.242424,49.2307663,88.28125,44.0985565,96.875,75.57642,64,63,68,66,67,69,65,66,68,3705.10083,3604.96313,3604.96313,3604.96313,3705.10083,3905.37671,4205.79,4305.928,62.79915,61.65488,0,1.6596272,100.137863,49.738224,15.8518639,16.0187225,61,66,27,2222,2312,1986,0.943,99,1,38,36,10.9605179
10/13/2022 00:00:14,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.960000038,1.672,3.456,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2980.13257,56.92308,98.48485,94.69697,100,35.384613,88.46153,46.1538429,95.41958,76.94056,66,63,68,68,67,66,67,66,68,3604.963,3705.10059,3805.23853,4005.51416,4105.65234,4305.92773,4506.20361,4606.34131,62.0871735,60.97663,0,1.60969532,100.137856,49.6467438,15.8227081,16.0478783,59,60,7,2245,87,986,0.70600003,7,0,38,36,10.9605179
10/13/2022 00:00:19,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.47200012,3.36000013,0.992000043,1.064,1.33600008,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2941.17651,71.29807,88.28125,93.77404,99.21875,78.125,92.96875,75.09615,96.875,86.95463,65,63,64,66,64,68,64,65,68,3705.10059,3705.10059,3805.23828,3805.23828,3905.37622,4005.51416,4205.78955,4506.203,62.3633,61.1859627,0,1.69898355,100.137856,49.6031265,15.8088074,16.061779,59,63,24,2247,2312,1342,0.943,98,1,38,36,10.9605179
10/13/2022 00:00:24,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.47200012,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2973.56836,38.28125,72.3586349,86.56994,96.8626,25,85.71429,63.28125,90.625,69.83662,67,64,65,63,63,62,65,65,66,4005.51538,4205.791,4305.92871,4406.067,4606.343,4606.343,4305.92871,3705.10156,60.1818237,59.0433,0,1.63736081,100.137878,49.7193146,15.8458366,16.02475,61,65,27,2260,2297,1986,0.943,97,0,38,36,10.9605179
10/13/2022 00:00:29,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,68,52,35,8.5,22,28,-12,2980.13257,38.9277344,73.9860153,87.1212158,96.15385,20.53613,96.15385,58.1352,94.68532,70.71241,60,59,61,66,61,66,66,60,66,3905.377,4005.515,4305.928,4506.204,4606.34229,4606.34229,4606.34229,4706.48,60.9725075,59.8541641,0,1.58374286,100.137871,49.67171,15.8306656,16.03992,60,65,27,2459,2293,1986,0.943,97,0,42,36,10.9605179
10/13/2022 00:00:34,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.960000038,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2986.72559,66.40625,64.0625,87.5,98.4375,19.23077,89.0625,56.25,94.53125,71.9351,65,59,61,66,61,68,59,59,68,3905.37744,4005.51538,4305.929,4506.20459,4606.343,4606.343,4606.343,4606.343,60.42824,59.3169365,0,1.61499536,100.137886,49.6987152,15.8392715,16.0313148,61,66,27,2580,2306,1986,0.943,97,0,44,36,10.9605331
10/13/2022 00:00:39,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.9760001,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,3033.70776,49.2307663,74.61539,83.84615,95.41958,23.84615,91.53846,54.5454559,87.76224,70.1005249,66,61,63,60,60,61,61,65,65,4305.928,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,59.4681129,58.2922745,0,1.5865562,100.137871,49.64284,15.8214645,16.0491219,61,65,28,2580,2291,1986,0.943,97,0,44,36,10.9605331
10/13/2022 00:00:44,100,100,65.8823547,65.8823547,30.19608,30.19608,65.8823547,1.056,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,68,52,35,8.5,22,28,-12,3047.404,32.30769,66.92307,92.30769,92.30769,13.6713266,85.6060638,48.46154,91.53846,65.39044,60,60,61,60,62,61,62,67,67,4305.929,4506.205,4606.343,4606.343,4606.343,4305.929,4606.343,4606.343,59.3049927,58.1563377,0,1.56272042,100.137886,49.73614,15.8512,16.0193863,61,66,27,2490,2288,1986,0.943,96,0,42,36,10.9605331
10/13/2022 00:00:49,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.968000054,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,3006.6814,51.5873032,78.57143,83.7366638,96.7742,42.85714,90.9836044,63.30005,95.96774,75.47227,63,66,67,67,67,67,66,65,68,3604.96387,3604.96387,3705.10156,3705.10156,3705.10156,3705.10156,3604.96387,3604.96387,64.875206,63.5772171,0,1.912466,100.137886,49.5725327,15.799057,16.07153,60,65,25,2232,2313,1342,0.943,97,1,38,36,10.9605331
10/13/2022 00:00:54,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.968000054,1.672,3.47200012,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2960.52637,68.75,88.88889,91.40625,100,68.25397,94.53125,65.625,97.61904,84.3843,64,66,67,66,67,65,66,67,67,3705.10156,3604.96362,3604.96362,3604.96362,3604.96362,3604.96362,3604.96362,3705.10156,64.7886047,63.5964928,0,1.71542585,100.137878,49.55788,15.7943878,16.0761986,58,59,6,2251,26,1330,0.943,1,0,38,36,10.9605331
10/13/2022 00:00:59,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.960000038,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,9,22,28,-12,3026.90576,44.53125,78.125,80.23313,100,18.5456753,86.71875,61.8389435,98.4375,71.05378,65,66,67,66,67,67,65,65,67,3705.10059,3604.963,3604.963,3604.963,3705.10059,3705.10059,3705.10059,3705.10059,64.789856,63.6128769,0,1.690547,100.137856,49.456192,15.7619781,16.1086082,61,65,27,2224,2310,1990,0.943,98,0,38,36,10.9605331
10/13/2022 00:01:04,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.960000038,1.672,3.456,3.36000013,0.9760001,1.056,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2928.4165,44.4444427,79.8387146,76.98412,98.4127,51.5873032,81.5020142,48.4126968,96.0317459,72.15172,64,64,67,66,66,67,66,67,67,3705.10132,3604.96338,3604.96338,3604.96338,3604.96338,3604.96338,3604.96338,3705.10132,64.69445,63.53691,0,1.67242551,100.137871,49.51209,15.7797928,16.0907936,61,66,26,2257,2304,1986,0.943,98,0,38,36,10.9605789
10/13/2022 00:01:09,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.952,1.672,3.456,3.36000013,0.984,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2954.048,52.34375,88.3774,79.0024,100,18.75,91.38145,62.5,94.44444,73.34993,65,65,68,69,67,67,66,65,69,3604.963,3604.963,3604.963,3604.963,3705.10083,3705.10083,3705.10083,3705.10083,64.7225647,63.56707,0,1.67200875,100.137863,49.5006332,15.7761421,16.0944443,61,65,27,2290,2313,1986,0.943,97,0,39,36,10.9605789
10/13/2022 00:01:14,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.960000038,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2954.048,45.7091331,74.35097,93.04086,96.09375,10.0000019,88.28125,52.84091,96.15385,69.55884,64,65,69,66,66,65,67,64,68,3604.96143,3604.96143,3705.09937,3705.09937,3705.09937,3604.96143,3604.96143,3805.237,64.46325,63.2687035,0,1.67484176,100.137817,49.5358124,15.7873535,16.0832329,61,66,27,2228,2312,1986,0.943,99,1,38,36,10.9605789
10/13/2022 00:01:19,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,68,52,35,8.5,22,28,-12,2934.78271,22.3076935,61.71875,71.41827,94.54327,48.2211533,90,48.4375,90,65.8308258,64,64,69,68,67,67,65,65,68,3705.10376,3705.10376,3705.10376,3705.10376,3705.10376,3705.10376,3705.10376,3604.96582,64.76603,63.62241,0,1.6829381,100.137939,49.50912,15.7788467,16.09174,61,66,27,2230,2313,1986,0.943,98,0,38,36,10.9605789
10/13/2022 00:01:24,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.968000054,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,67.5,52,35,8.5,22,28,-12,2967.033,42.64633,75.24039,80.7692261,100,23.4375,85.96154,56.25,96.10577,70.0513458,64,65,69,66,66,66,67,64,67,3604.963,3604.963,3705.10059,3705.10059,3705.10059,3604.963,3705.10059,3705.10059,64.64989,63.52675,0,1.668258,100.137856,49.22041,15.6868324,16.183754,61,66,26,2231,2285,1986,0.943,97,0,38,36,10.9605789
10/13/2022 00:01:29,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2960.52637,28.46154,61.34615,58.4615364,97.65625,55.384613,78.46154,44.6153831,93.0048141,64.67398,63,65,67,66,67,66,66,66,67,3705.10132,3705.10132,3705.10132,3705.10132,3705.10132,3705.10132,3705.10132,3705.10132,64.79938,63.6542931,0,1.71063948,100.137871,49.16914,15.6704941,16.2000923,61,64,21,2229,2287,1986,0.943,79,0,38,36,10.9605789
10/13/2022 00:01:34,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.47200012,3.36000013,0.984,1.064,1.33600008,3.47200012,0.528,0.536,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2947.59814,39.6514435,76.1904755,88.34135,99.23077,14.0625,82.5885239,55.2043266,96.92308,69.0240555,64,64,67,68,67,66,65,65,68,3705.10083,3705.10083,3604.963,3604.963,3705.10083,3705.10083,3705.10083,3705.10083,64.81783,63.6489754,0,1.74672389,100.137863,49.02545,15.6246986,16.2458878,60,65,25,2229,2311,1986,0.943,99,0,38,36,10.9605713
10/13/2022 00:01:39,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.47200012,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2915.76685,44.1225929,74.45914,91.40625,99.21875,22.4038486,80.46875,79.6875,98.4375,73.77554,65,65,68,66,67,69,67,66,69,3705.101,3705.101,3705.101,3705.101,3705.101,3705.101,3705.101,3905.37671,64.0432,62.87543,0,1.70417821,100.137863,49.0187378,15.6225586,16.2480278,61,65,26,2233,2313,1986,0.943,99,1,38,36,10.9605713
10/13/2022 00:01:44,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2941.17651,38.87668,68.13702,89.9399,97.65625,10.15625,86.71875,61.08173,100,69.07082,66,64,69,66,66,66,65,65,68,3705.10034,3705.10034,3705.10034,3705.10034,3705.10034,3705.10034,3705.10034,3705.10034,64.79834,63.6163063,0,1.71897781,100.137848,49.02369,15.6241379,16.2464485,61,66,27,2293,2312,1986,0.943,98,0,39,36,10.9605713
10/13/2022 00:01:49,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2915.76685,52.466423,76.67067,89.744545,100,23.1610527,93.7252,64.42212,96.88702,74.63462,63,65,69,66,67,67,65,67,68,3705.10156,3705.10156,3705.10156,3705.10156,3705.10156,3705.10156,3705.10156,3705.10156,64.77285,63.6148834,0,1.73046076,100.137878,49.0165825,15.6218719,16.2487144,61,66,27,2286,2312,1986,0.943,97,1,39,36,10.9605713
10/13/2022 00:01:54,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,1,1.672,3.47200012,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,68,52,35,8.5,22,28,-12,2954.048,47.65625,84.48317,91.53846,100,18.7996025,87.69231,66.40625,87.69231,73.03355,64,66,67,68,66,67,65,65,68,3604.96143,3705.09937,3705.09937,3705.09937,3705.09937,3705.09937,3705.09937,3705.09937,64.7159958,63.57301,0,1.72941458,100.137817,49.0666275,15.6378212,16.2327652,61,67,27,2231,2303,1986,0.943,99,1,38,36,10.9605713
10/13/2022 00:01:59,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.47200012,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67,52,35,8.5,22,28,-12,2954.048,33.59375,84.12698,89.73214,100,21.09375,88.28125,55.9895821,95.26289,71.01004,65,64,67,66,67,67,65,65,67,3705.10059,3705.10059,3705.10059,3705.10059,3705.10059,3705.10059,3705.10059,3705.10059,64.70996,63.6057549,0,1.72092128,100.137856,49.0717239,15.6394463,16.23114,61,67,27,2231,2312,1986,0.943,97,0,38,36,10.9605713
10/13/2022 00:02:04,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.47200012,0.528,0.536,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2915.76685,51.515152,76.9930038,93.93939,100,13.030302,96.93473,57.1445236,96.969696,73.31585,64,64,66,66,66,66,65,65,68,3705.1,3705.1,3604.96216,3604.96216,3705.1,3705.1,3705.1,3705.1,64.71008,63.56993,0,1.719256,100.13784,49.097805,15.6477585,16.2228279,61,67,27,2232,2313,1986,0.943,98,0,38,36,10.9605713
10/13/2022 00:02:09,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.456,3.36000013,0.984,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67,52,35,8.5,22,28,-12,2915.76685,69.2307739,73.8461456,94.662,99.23077,17.6923027,85.15625,60.76923,99.23077,74.97728,64,65,67,66,67,68,65,64,69,3705.09985,3705.09985,3705.09985,3705.09985,3705.09985,3705.09985,3705.09985,3805.23779,64.49529,63.32184,0,1.72583854,100.13784,49.08137,15.6425209,16.2280655,61,65,26,2235,2312,1986,0.943,99,1,38,36,10.9605713
10/13/2022 00:02:14,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.456,3.36000013,0.9760001,1.064,1.33600008,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,3020.13428,45.8413467,75.8774,89.73214,99.21875,43.13702,79.6875,54.4642868,98.4375,73.29949,65,65,67,66,66,66,65,65,67,3705.10034,3705.10034,3705.10034,3705.10034,3604.9624,3604.9624,3705.10034,3705.10034,64.86472,63.7134056,0,1.71275079,100.137848,49.13236,15.6587715,16.2118149,61,66,26,2224,2282,1986,0.943,97,0,38,36,10.9605713
10/13/2022 00:02:19,98.82353,93.7254944,65.8823547,65.8823547,30.19608,30.19608,65.8823547,0.984,1.672,3.47200012,3.36000013,0.9760001,1.064,1.33600008,3.456,0.528,0.536,0.480000019,0.904000044,1.28000009,1.672,67.5,52,35,8.5,22,28,-12,2941.17651,72.98077,77.87698,91.40625,96.87424,13.28125,85.38461,67.03869,96.0317459,75.109314,64,65,68,66,66,66,65,65,68,3705.102,3705.102,3705.102,3705.102,3705.102,3705.102,3705.102,3705.102,64.5322647,63.3890228,0,1.723764,100.137894,49.1508064,15.66465,16.2059364,61,66,27,2291,2311,1986,0.943,97,0,39,36,10.9605713
