,/lpc/nct6796dr/control/0,/lpc/nct6796dr/control/1,/lpc/nct6796dr/control/2,/lpc/nct6796dr/control/3,/lpc/nct6796dr/control/4,/lpc/nct6796dr/control/5,/lpc/nct6796dr/control/6,/lpc/nct6796dr/voltage/0,/lpc/nct6796dr/voltage/1,/lpc/nct6796dr/voltage/2,/lpc/nct6796dr/voltage/3,/lpc/nct6796dr/voltage/4,/lpc/nct6796dr/voltage/5,/lpc/nct6796dr/voltage/6,/lpc/nct6796dr/voltage/7,/lpc/nct6796dr/voltage/9,/lpc/nct6796dr/voltage/10,/lpc/nct6796dr/voltage/11,/lpc/nct6796dr/voltage/12,/lpc/nct6796dr/voltage/13,/lpc/nct6796dr/voltage/14,/lpc/nct6796dr/temperature/0,/lpc/nct6796dr/temperature/1,/lpc/nct6796dr/temperature/2,/lpc/nct6796dr/temperature/3,/lpc/nct6796dr/temperature/4,/lpc/nct6796dr/temperature/5,/lpc/nct6796dr/temperature/6,/lpc/nct6796dr/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/temperature/7,/intelcpu/0/temperature/8,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/clock/7,/intelcpu/0/clock/8,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/temperature/9,/atigpu/0/power/0,/atigpu/0/fan/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/atigpu/0/load/1,/atigpu/0/control/0,/hdd/0/temperature/0,/hdd/0/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","Fan Control #7","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Hot Spot","GPU Total","GPU Fan","GPU Core","GPU Memory","GPU Core","GPU Core","GPU Memory","GPU Fan","Temperature","Used Space"
10/08/2022 23:43:51,71.76471,44.3137245,60,60,30.19608,30.19608,60,0.656,1.68000007,3.456,3.28000021,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.68000007,41,37,30,8.5,23,28,-13,1626.506,1.53846145,1.53846145,0.7692337,0,0,1.53846145,0,7.69230747,1.63461566,39,39,40,39,40,40,40,39,40,4606.341,801.1027,801.1027,4606.341,4606.341,4606.341,4606.341,4305.92725,12.6951151,11.7500477,0,0.765343845,100.13784,35.39496,11.2805824,20.590004,54,60,19,2258,2293,190,0.943,97,5,38,32,9.021713
10/08/2022 23:43:52,71.76471,44.3137245,60,60,30.19608,30.19608,60,0.72,1.68000007,3.456,3.29600024,0.984,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.68000007,40,37,30,8,23,28,-13,1618.70508,2.30768919,3.076923,0,0,0,0,0,2.30768919,0.9615421,40,39,40,39,39,40,41,39,41,4606.34131,4606.34131,4606.34131,801.102844,801.102844,801.102844,801.102844,4606.34131,12.5153666,11.571044,0,0.7338609,100.137856,35.3841,11.2771187,20.5934677,55,60,20,2263,2280,1074,0.943,96,0,39,32,9.021713
10/08/2022 23:43:53,71.76471,44.3137245,60,60,30.19608,30.19608,60,0.76000005,1.68000007,3.456,3.28000021,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.68000007,40.5,37,30,8.5,23,28,-13,1607.14282,0,1.5625,0,0.78125,0,0.78125,0,1.5625,0.5859375,40,39,41,39,40,40,41,39,41,801.1027,4606.341,4305.92725,3404.68677,801.1027,801.1027,4606.341,4606.341,13.7968616,12.8502684,0,0.8006842,100.13784,35.38138,11.2762527,20.5943336,54,60,23,2255,2294,1076,0.943,97,1,38,32,9.021713
10/08/2022 23:43:54,71.76471,44.3137245,60,60,30.19608,30.19608,60,0.752000034,1.68000007,3.456,3.28000021,0.984,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.68000007,41,37,30,8.5,23,28,-13,1591.98108,0,0.78125,1.5625,0,0,0.78125,3.125,1.5625,0.9765625,41,40,41,40,41,40,41,40,41,4606.341,4606.341,4606.341,801.1028,801.1028,4606.341,801.1028,4606.341,16.9575844,16.011631,0,0.8544498,100.137848,35.3893356,11.2787895,20.5917969,55,60,26,2244,2300,1986,0.943,95,1,38,32,9.021713
10/08/2022 23:43:55,71.76471,44.3137245,60,60,30.19608,30.19608,60,0.768,1.68000007,3.456,3.28000021,0.984,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.68000007,42,37,30,8.5,23,28,-13,1584.50708,0.78125,3.125,0.78125,0,0.78125,0.78125,0,1.5625,0.9765625,40,40,40,40,39,40,40,39,40,4606.338,801.102234,801.102234,1602.20447,2803.85767,801.102234,1602.20447,801.102234,17.78033,16.8181076,0,0.848912656,100.137779,35.35756,11.2686615,20.6019249,55,61,25,2244,2296,1986,0.943,98,0,38,32,9.021713
10/08/2022 23:43:56,71.76471,44.3137245,60,60,30.19608,30.19608,60,1.008,1.68000007,3.456,3.29600024,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.68000007,42,37,30,8,23,28,-13,1584.50708,1.53846145,1.53846145,0.7692337,0,1.53846145,0,0,3.076923,1.05769634,40,40,40,39,39,40,40,39,41,4606.341,4606.341,4305.92725,3404.68677,4606.341,3705.10034,2803.85962,1902.61914,17.2289925,16.2837543,0,0.7909664,100.137848,35.3622742,11.2701645,20.6004219,54,60,19,2255,2294,190,0.943,97,4,38,32,9.021713
10/08/2022 23:43:57,71.76471,44.3137245,60,60,30.19608,30.19608,60,0.872000039,1.68000007,3.456,3.29600024,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.68000007,40,37,30,8,23,28,-13,1597.63318,0.78125,0.78125,0,0,0,0,0.78125,1.5625,0.48828125,40,39,41,39,39,40,41,39,41,4606.34473,801.1034,801.1034,801.1034,801.1034,801.1034,801.1034,4606.34473,10.1756039,9.239077,0,0.67304045,100.137924,35.3599548,11.2694244,20.601162,54,60,19,2259,2282,190,0.943,97,5,38,32,9.021713
10/08/2022 23:44:02,72.94118,45.09804,60,60,30.19608,30.19608,60,1.08,1.68000007,3.456,3.29600024,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.68000007,41.5,37,30,8.5,23,28,-13,1717.55725,0.78125,0,0.78125,0,0,0.78125,1.5625,1.5625,0.68359375,40,40,40,39,40,40,40,39,40,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,17.8708057,16.9368057,0,0.735797465,100.137856,35.37755,11.275032,20.5955544,54,60,20,2257,2310,190,0.943,96,4,38,32,9.021713
10/08/2022 23:44:07,78.43137,50.9803925,60,60,30.19608,30.19608,60,1.184,1.68000007,3.456,3.29600024,1.008,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.68000007,53,37,30,8,23,28,-13,1728.5531,0.7692337,10.76923,14.6153812,0,0,0,0,0,3.26923132,41,40,43,41,41,41,41,40,43,4606.34473,4606.34473,4606.34473,4606.34473,4606.34473,4606.34473,4305.93066,3104.27563,29.8247414,28.9339676,0,0.8732552,100.137924,35.3042374,11.251667,20.61892,52,53,2,2290,5,12,0.70600003,0,1,39,32,9.021713
