,/lpc/nct6796dr/control/0,/lpc/nct6796dr/control/1,/lpc/nct6796dr/control/2,/lpc/nct6796dr/control/3,/lpc/nct6796dr/control/4,/lpc/nct6796dr/control/5,/lpc/nct6796dr/control/6,/lpc/nct6796dr/voltage/0,/lpc/nct6796dr/voltage/1,/lpc/nct6796dr/voltage/2,/lpc/nct6796dr/voltage/3,/lpc/nct6796dr/voltage/4,/lpc/nct6796dr/voltage/5,/lpc/nct6796dr/voltage/6,/lpc/nct6796dr/voltage/7,/lpc/nct6796dr/voltage/9,/lpc/nct6796dr/voltage/10,/lpc/nct6796dr/voltage/11,/lpc/nct6796dr/voltage/12,/lpc/nct6796dr/voltage/13,/lpc/nct6796dr/voltage/14,/lpc/nct6796dr/temperature/0,/lpc/nct6796dr/temperature/1,/lpc/nct6796dr/temperature/2,/lpc/nct6796dr/temperature/3,/lpc/nct6796dr/temperature/4,/lpc/nct6796dr/temperature/5,/lpc/nct6796dr/temperature/6,/lpc/nct6796dr/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/temperature/7,/intelcpu/0/temperature/8,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/clock/7,/intelcpu/0/clock/8,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/temperature/9,/atigpu/0/power/0,/atigpu/0/fan/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/atigpu/0/load/1,/atigpu/0/control/0,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","Fan Control #7","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Hot Spot","GPU Total","GPU Fan","GPU Core","GPU Memory","GPU Core","GPU Core","GPU Memory","GPU Fan","Temperature","Used Space","Used Space"
10/23/2022 14:44:54,86.66667,60.7843132,64.70589,64.70589,30.19608,30.19608,64.70589,1.072,1.672,3.456,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,54,45,35,8.5,23,28,-12,1991.15039,2.35614777,4.6875,0.78125,0,0,0,0,0,0.9781122,51,50,50,50,50,51,51,50,51,4606.33936,4606.33936,4606.33936,4706.477,4606.33936,4606.33936,4606.33936,4606.33936,31.3228741,30.3682327,0,0.915031433,100.137817,53.7011032,17.1148567,14.75573,45,46,2,0,0,18,0.006,0,1,0,42,14.1778336,69.5826645
10/23/2022 14:44:59,88.62745,62.3529434,64.70589,64.70589,30.19608,30.19608,64.70589,1.256,1.672,3.456,3.36000013,0.992000043,1.056,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,54.5,45,35,8,23,28,-12,2335.64014,7.8125,3.90625,3.125,0,0,0,0,7.14285374,2.74832845,51,51,51,52,51,51,52,50,52,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,35.5905571,34.6054955,0,1.00314677,100.137817,53.8253479,17.1544533,14.7161331,45,46,2,0,0,16,0.006,0,1,0,42,14.1778336,69.5826645
10/23/2022 14:45:04,91.76471,76.07843,64.70589,64.70589,30.19608,30.19608,64.70589,1.248,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,62.5,46,35,8.5,22,28,-12,2542.3728,7.8125,3.08893919,1.5504837,0.78125,2.34375,0,1.5625,0,2.14242935,55,55,55,54,55,55,54,60,60,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,42.73528,41.7805672,0,1.10757947,100.137825,53.7581825,17.133049,14.7375374,45,46,2,0,0,16,0.006,0,1,0,42,14.1778336,69.5826645
10/23/2022 14:45:09,85.8823547,59.2156868,64.70589,64.70589,30.19608,30.19608,64.70589,1.0480001,1.672,3.47200012,3.36000013,0.992000043,1.064,1.35200012,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,53,46,35,8,23,28,-12,2086.55322,7.03125,0,0,0,0,0,0,0.78125,0.9765625,51,51,52,52,51,52,52,50,52,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,26.4857426,25.5442677,0,0.8108368,100.137833,53.7647324,17.1351357,14.7354507,45,46,2,0,0,16,0.006,0,1,0,42,14.1778336,69.5826645
10/23/2022 14:45:14,87.45098,61.56863,64.70589,64.70589,30.19608,30.19608,64.70589,1.20800006,1.672,3.47200012,3.36000013,0.992000043,1.064,1.35200012,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,63,46,35,8,23,28,-12,2246.25635,3.125,4.6875,10.3174572,0,0,0,1.5625,0,2.46155858,55,53,70,55,55,54,54,52,70,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,38.2138634,37.2515831,0,1.04040849,100.137817,53.8298073,17.1558762,14.71471,45,46,2,0,0,16,0.006,0,1,0,42,14.1778336,69.5826645
10/23/2022 14:45:19,85.4902,60.7843132,64.70589,64.70589,30.19608,30.19608,64.70589,1.024,1.672,3.456,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,58.5,46,35,8.5,23,28,-12,2311.6438,3.90625,0,0,0,0,0,0,0.78125,0.5859375,53,53,53,53,53,54,54,53,54,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,34.533268,33.59388,0,0.908998966,100.137817,54.2746277,17.2976418,14.5729446,45,46,2,0,0,16,0.006,0,1,0,42,14.1778336,69.5826645
10/23/2022 14:45:24,88.62745,62.7451,64.70589,64.70589,30.19608,30.19608,64.70589,1.056,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55.5,46,35,8,23,28,-12,2057.92676,3.90625,1.5625,0,0.78125,0,3.8942337,0,0.78125,1.36568546,52,52,52,51,52,52,54,51,54,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,29.92012,28.9694366,0,0.8625701,100.137825,54.05707,17.2283058,14.6422806,46,46,2,0,0,16,0.006,0,1,0,42,14.1760178,69.5826645
10/23/2022 14:45:29,87.84314,61.56863,64.70589,64.70589,30.19608,30.19608,64.70589,1.008,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,57.5,46,35,8.5,23,28,-12,2048.55835,7.03125,3.90625,2.34375,0,0,1.5625,2.34375,0,2.1484375,52,51,53,52,52,52,52,50,53,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,32.6791458,31.7137222,0,0.948607445,100.137825,54.0860977,17.2375565,14.63303,45,46,2,0,0,16,0.006,0,1,0,42,14.1760178,69.5826645
10/23/2022 14:45:34,85.4902,59.2156868,64.70589,64.70589,30.19608,30.19608,64.70589,0.968000054,1.672,3.47200012,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,57.5,46,35,8.5,23,28,-12,2008.92859,6.25,0.78125,0,0,1.5625,0,0,0,1.07421875,53,52,53,53,53,56,53,52,58,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,31.6863918,30.7295265,0,0.9226576,100.137833,54.0855865,17.2373924,14.633194,46,46,2,0,0,16,0.006,0,1,0,42,14.1760178,69.5826645
10/23/2022 14:45:39,84.70589,58.0392151,64.70589,64.70589,30.19608,30.19608,64.70589,0.952,1.672,3.456,3.36000013,0.992000043,1.056,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,58,46,35,8,23,28,-12,2033.13257,3.90625,0.7692337,0,0,0.78125,0,1.5625,1.5625,1.07271671,52,51,52,51,52,53,52,51,53,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,28.9224987,27.9714718,0,0.861393869,100.137825,54.08099,17.2359276,14.6346588,46,46,2,0,0,18,0.006,0,1,0,42,14.1760178,69.5826645
10/23/2022 14:45:44,85.09804,58.8235321,64.70589,64.70589,30.19608,30.19608,64.70589,1.20800006,1.672,3.47200012,3.36000013,0.992000043,1.064,1.3440001,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,57.5,46,35,8,23,28,-12,2027.027,3.90625,6.201923,1.5625,0.78125,0,0,0,0.78125,1.6541481,54,58,53,52,53,57,60,52,60,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,33.2007256,32.2083244,0,0.988418937,100.137825,54.08148,17.236084,14.6345024,45,46,2,0,0,16,0.006,0,1,0,42,14.1760178,69.5826645
10/23/2022 14:45:49,85.8823547,59.6078453,64.70589,64.70589,30.19608,30.19608,64.70589,1.192,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,55.5,46,35,8.5,23,28,-12,2061.0686,5.46875,2.34375,0.78125,0,0,0,0.78125,0,1.171875,54,54,68,53,54,56,61,53,64,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,31.5358658,30.6098843,0,0.9184576,100.137825,54.0822563,17.2363319,14.6342545,46,46,2,0,0,16,0.006,0,1,0,42,14.1760178,69.5826645
10/23/2022 14:45:54,83.92157,57.2549,64.70589,64.70589,30.19608,30.19608,64.70589,1.24,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,54,46,35,8,23,28,-12,1988.218,5.46875,0.793647766,0,0,0,0,0,0,0.7827997,53,63,52,52,53,59,56,55,63,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,29.4751015,28.529129,0,0.877240241,100.13781,54.0973854,17.2411537,14.6294327,45,46,2,0,0,20,0.006,0,1,0,42,14.1742783,69.5826645
10/23/2022 14:45:59,84.70589,58.4313736,64.70589,64.70589,30.19608,30.19608,64.70589,1.088,1.672,3.47200012,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,53.5,46,35,8,23,28,-12,2002.96741,2.30768919,3.73134613,0,0,0,0,0,0,0.7548809,53,52,53,55,52,60,54,52,60,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,29.5269165,28.5581436,0,0.9221152,100.137817,54.0733643,17.2334976,14.6370888,45,46,2,0,0,16,0.006,0,1,0,42,14.1742783,69.5826645
10/23/2022 14:46:04,84.70589,58.4313736,64.70589,64.70589,30.19608,30.19608,64.70589,0.840000033,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,53,46,35,8,23,28,-12,2020.95813,2.34375,0,0.78125,0.78125,0,1.5625,0,0,0.68359375,52,51,61,50,51,51,52,52,58,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,28.7992783,27.8831463,0,0.844566345,100.13781,54.0688858,17.23207,14.6385155,46,46,2,0,0,16,0.006,0,1,0,42,14.1742783,69.5826645
10/23/2022 14:46:09,91.76471,65.4902,64.70589,64.70589,30.19608,30.19608,64.70589,1.192,1.672,3.47200012,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,66,46,35,8,23,28,-12,2008.92859,7.8125,3.90625,43.650795,8.59375,0,0,0.78125,0,8.093071,55,53,67,53,54,54,53,52,67,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,48.26786,47.3384476,0,1.0824095,100.137833,53.6511574,17.098938,14.7716484,45,46,2,0,0,18,0.006,0,1,0,42,14.1742783,69.5826645
10/23/2022 14:46:14,85.4902,59.2156868,64.70589,64.70589,30.19608,30.19608,64.70589,1.1680001,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,53.5,46,35,8,23,28,-12,2115.98755,3.90625,0,0,0,0,0,0,4.6875,1.07421875,51,51,51,51,51,51,52,50,52,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,30.69031,29.7060223,0,0.9175041,100.137825,53.63986,17.0953369,14.7752495,46,46,2,0,0,16,0.006,0,1,0,42,14.1742783,69.5826645
10/23/2022 14:46:19,83.92157,57.2549,64.70589,64.70589,30.19608,30.19608,64.70589,1.11200011,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.536,0.528,0.480000019,0.904000044,1.28000009,1.672,53,46,35,8,23,28,-12,2014.92542,5.46875,0,0,0,0,0,0,0,0.68359375,52,51,52,53,53,54,53,52,54,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,28.1235733,27.1650867,0,0.8295045,100.137817,53.6751633,17.10659,14.7639961,45,46,2,0,0,16,0.006,0,1,0,42,14.1742783,69.5826645
10/23/2022 14:46:24,84.70589,58.4313736,64.70589,64.70589,30.19608,30.19608,64.70589,0.91200006,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,53,46,35,8,23,28,-12,2020.95813,2.34375,0.78125,0,0,0.78125,0.78125,0,0,0.5859375,51,50,51,51,51,52,51,51,52,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,29.4142246,28.4661636,0,0.833645046,100.13781,53.6975365,17.11372,14.7568665,45,46,2,0,0,16,0.006,0,1,0,42,14.1683731,69.5826645
10/23/2022 14:46:29,92.94118,66.27451,64.70589,64.70589,30.19608,30.19608,64.70589,1.2,1.672,3.456,3.36000013,0.992000043,1.056,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,67,46,35,8,23,28,-12,2000,4.6875,4.6875,45.2380943,1.5625,0,0,0,0,7.02195168,55,52,67,52,54,53,54,52,67,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,41.02131,40.12393,0,1.01000977,100.137825,52.9152,16.8643837,15.0062027,45,46,2,0,0,16,0.006,0,1,0,42,14.1683731,69.5826645
10/23/2022 14:46:34,82.7451,56.47059,64.70589,64.70589,30.19608,30.19608,64.70589,1.0480001,1.672,3.456,3.36000013,0.992000043,1.056,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,51.5,46,35,8,23,28,-12,2008.92859,2.34375,0,0.78125,0,0,0,0,0,0.390625,50,50,50,50,50,50,51,50,51,4706.477,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,21.7280025,20.790987,0,0.718809545,100.137817,53.25715,16.9733658,14.8972206,46,46,2,0,0,16,0.006,0,1,0,42,14.1683731,69.5826645
10/23/2022 14:46:39,81.9607849,55.294117,64.70589,64.70589,30.19608,30.19608,64.70589,0.928000033,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,50.5,46,35,8,23,28,-12,1959.36145,3.90625,0,0,0,0.78125,0,0,0,0.5859375,49,50,50,50,49,50,50,49,51,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,21.6705666,20.7363224,0,0.718226552,100.137817,53.25912,16.9739952,14.8965912,46,46,2,0,0,16,0.006,0,1,0,42,14.1683731,69.5826645
10/23/2022 14:46:44,81.9607849,55.294117,64.70589,64.70589,30.19608,30.19608,64.70589,0.832,1.672,3.456,3.36000013,0.992000043,1.056,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,51,46,35,8,23,28,-12,1945.245,7.8125,0,0,0,0,0,0,0,0.9765625,49,49,50,49,49,49,50,50,50,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,23.5452061,22.5964642,0,0.8140475,100.137825,53.2688,16.9770775,14.8935089,46,46,2,0,0,16,0.006,0,1,0,42,14.1683731,69.5826645
10/23/2022 14:46:49,81.9607849,55.294117,64.70589,64.70589,30.19608,30.19608,64.70589,0.824000061,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,50.5,46,35,8,23,28,-12,1956.52173,2.34375,0,0,0,0,0,0,0,0.29296875,51,50,51,55,53,53,52,49,56,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,25.5116348,24.6071873,0,0.7756794,100.137817,53.2374573,16.96709,14.9034958,45,46,2,0,0,16,0.006,0,1,0,42,14.1683731,69.5826645
10/23/2022 14:46:54,98.82353,83.13725,64.70589,64.70589,30.19608,30.19608,64.70589,1.192,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,62.5,46,35,8,23,28,-12,2343.75,3.125,3.90625,5.46875,32.03125,1.5625,0,0,0,5.76171875,53,52,53,52,52,53,53,52,53,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,42.6362152,41.64762,0,1.082735,100.137825,53.20787,16.95766,14.9129257,45,46,2,0,0,16,0.006,0,1,0,42,14.1671753,69.5826645
10/23/2022 14:46:59,83.92157,57.2549,64.70589,64.70589,30.19608,30.19608,64.70589,0.928000033,1.672,3.47200012,3.36000013,0.992000043,1.064,1.35200012,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,52,46,35,8,23,28,-12,2064.22021,4.6875,0,4.6875,0,0,0,0,0,1.171875,50,50,50,50,49,51,50,49,51,4606.34033,4606.34033,4606.34033,4706.47852,4606.34033,4606.34033,4606.34033,4606.34033,23.74681,22.75999,0,0.816389263,100.13784,53.2176132,16.9607658,14.9098206,45,46,2,0,0,16,0.006,0,1,0,42,14.1671753,69.5826645
10/23/2022 14:47:04,82.7451,56.47059,64.70589,64.70589,30.19608,30.19608,64.70589,1.03200006,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,51,46,35,8,23,28,-12,1973.6842,3.90625,0,0.78125,0,0,0,0,0,0.5859375,49,49,49,49,49,50,50,49,50,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,21.8949146,20.9601841,0,0.740603,100.137817,53.21559,16.9601212,14.9104652,46,46,2,0,0,16,0.006,0,1,0,42,14.1671753,69.5826645
10/23/2022 14:47:09,81.9607849,55.294117,64.70589,64.70589,30.19608,30.19608,64.70589,1.0480001,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,50.5,46,35,8,23,28,-12,1939.65515,2.34375,0,0,0,0,0,0,0,0.29296875,50,49,48,48,49,49,50,49,50,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,22.1052036,21.1668854,0,0.726992548,100.137825,53.20592,16.9570389,14.9135475,45,46,2,0,0,16,0.006,0,1,0,42,14.1671753,69.5826645
10/23/2022 14:47:14,81.9607849,55.294117,64.70589,64.70589,30.19608,30.19608,64.70589,0.816000044,1.672,3.456,3.36000013,0.992000043,1.056,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,50.5,46,35,8,23,28,-12,1931.33044,2.34375,0,0.78125,0,4.6875,0,0,0,0.9765625,48,49,49,49,49,50,49,48,50,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,23.4727058,22.5250454,0,0.810112536,100.137833,53.2455978,16.9696846,14.9009018,45,46,2,0,0,26,0.006,0,2,0,42,14.1671753,69.5826645
10/23/2022 14:47:19,80.78432,54.11765,64.70589,64.70589,30.19608,30.19608,64.70589,1.0480001,1.672,3.47200012,3.36000013,0.992000043,1.064,1.35200012,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,50,46,35,8,23,28,-12,1920.34143,2.34375,0,0,0,0,0,0.78125,0,0.390625,49,48,49,49,48,49,50,49,50,4606.34,4606.34,4706.47754,4606.34,4606.34,4606.34,4606.34,4606.34,21.5753536,20.666584,0,0.723053634,100.137817,53.2424774,16.968689,14.9018974,45,46,2,0,0,18,0.006,0,1,0,42,14.1671753,69.5826645
10/23/2022 14:47:24,80.78432,54.11765,64.70589,64.70589,30.19608,30.19608,64.70589,1.136,1.672,3.47200012,3.37600017,0.992000043,1.056,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,49.5,45,35,8,23,28,-12,1912.18127,1.5625,0,0,0.78125,0.78125,0,0,0,0.390625,49,48,49,48,48,49,49,49,49,4606.339,4606.339,4606.339,4606.339,4606.339,4606.339,4606.339,4706.477,21.3877525,20.4471951,0,0.7249321,100.13781,53.2472763,16.9702187,14.9003677,46,46,2,0,0,18,0.006,0,1,0,42,14.167366,69.5826645
10/23/2022 14:47:29,89.8039246,64.31373,64.70589,64.70589,30.19608,30.19608,64.70589,1.15200007,1.672,3.456,3.36000013,0.992000043,1.056,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,54,46,35,8,23,28,-12,2080.12329,7.03125,3.125,0.793647766,10.0000019,0,1.5625,0,0,2.81404853,50,50,51,50,50,50,50,48,51,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,32.9386253,31.9722252,0,0.9565495,100.137825,53.25491,16.9726524,14.897934,45,46,2,0,0,18,0.006,0,1,0,42,14.167366,69.5826645
10/23/2022 14:47:34,81.9607849,55.294117,64.70589,64.70589,30.19608,30.19608,64.70589,0.928000033,1.672,3.47200012,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,50,46,35,8,23,28,-12,1920.34143,0.78125,0,0,0,0,0,0,0,0.09765625,48,48,48,48,48,49,49,48,49,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,21.8573837,20.9198456,0,0.729563951,100.137817,53.2632561,16.9753113,14.8952751,46,46,2,0,0,16,0.006,0,1,0,42,14.167366,69.5826645
10/23/2022 14:47:39,80.78432,54.11765,64.70589,64.70589,30.19608,30.19608,64.70589,1.144,1.672,3.47200012,3.36000013,0.992000043,1.064,1.35200012,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,49.5,45,35,8,23,28,-12,1901.40845,3.125,0,0,0,0,0,0,0,0.390625,49,48,48,48,48,49,50,47,50,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,21.1296539,20.1777687,0,0.712372661,100.137833,53.2494049,16.9708977,14.8996887,46,46,2,0,0,18,0.006,0,1,0,42,14.167366,69.5826645
10/23/2022 14:47:44,81.9607849,55.294117,64.70589,64.70589,30.19608,30.19608,64.70589,0.968000054,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,50,45,35,8,23,28,-12,1898.73413,0.78125,0,0,3.90625,0,0,0,0,0.5859375,49,48,48,48,49,49,50,49,50,4606.34,4606.34,4706.47754,4606.34,4606.34,4606.34,4606.34,4606.34,22.9685726,21.9874516,0,0.796562254,100.137825,53.24968,16.9709854,14.899601,46,46,2,0,0,16,0.006,0,1,0,42,14.167366,69.5826645
10/23/2022 14:47:49,82.7451,56.47059,64.70589,64.70589,30.19608,30.19608,64.70589,0.896,1.672,3.47200012,3.36000013,0.992000043,1.064,1.3440001,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,50.5,45,35,8,23,28,-12,1934.09741,1.5625,0,0,0,0,0.78125,1.5625,0,0.48828125,48,48,49,48,48,49,49,47,49,4606.33936,4706.477,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,24.8930111,23.9645882,0,0.7885452,100.13781,53.23734,16.9670525,14.9035339,45,46,2,0,0,16,0.006,0,1,0,42,14.167366,69.5826645
10/23/2022 14:47:54,80.78432,54.11765,64.70589,64.70589,30.19608,30.19608,64.70589,1.1680001,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,49.5,45,35,8,23,28,-12,1909.47668,0,0,0,0,0.78125,0,0,0.78125,0.1953125,48,48,49,48,48,49,49,47,49,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,4606.33936,21.3756142,20.4354172,0,0.7240607,100.137817,53.2108879,16.958622,14.9119644,45,46,2,0,0,16,0.006,0,1,0,42,14.1674576,69.5826645
10/23/2022 14:47:59,81.9607849,55.294117,64.70589,64.70589,30.19608,30.19608,64.70589,0.928000033,1.672,3.47200012,3.36000013,0.992000043,1.056,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,50,45,35,8,23,28,-12,1896.06738,1.5625,3.125,1.5625,0,0,0,0,0,0.78125,49,48,49,48,48,49,49,47,49,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,24.1207867,23.1602974,0,0.8237847,100.137825,53.1617432,16.9429588,14.9276276,45,46,2,0,0,16,0.006,0,1,0,42,14.1674576,69.5826645
10/23/2022 14:48:04,80.78432,54.11765,64.70589,64.70589,30.19608,30.19608,64.70589,1.08,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,49.5,45,35,8,23,28,-12,1906.77966,0.78125,0,0,0,0,0,0,0,0.09765625,48,48,48,48,47,49,49,48,49,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,4606.34,21.64677,20.72477,0,0.743088067,100.137817,53.1760063,16.947506,14.92308,46,46,2,0,0,18,0.006,0,1,0,42,14.1674576,69.5826645
