,/lpc/nct6796dr/control/0,/lpc/nct6796dr/control/1,/lpc/nct6796dr/control/2,/lpc/nct6796dr/control/3,/lpc/nct6796dr/control/4,/lpc/nct6796dr/control/5,/lpc/nct6796dr/control/6,/lpc/nct6796dr/voltage/0,/lpc/nct6796dr/voltage/1,/lpc/nct6796dr/voltage/2,/lpc/nct6796dr/voltage/3,/lpc/nct6796dr/voltage/4,/lpc/nct6796dr/voltage/5,/lpc/nct6796dr/voltage/6,/lpc/nct6796dr/voltage/7,/lpc/nct6796dr/voltage/9,/lpc/nct6796dr/voltage/10,/lpc/nct6796dr/voltage/11,/lpc/nct6796dr/voltage/12,/lpc/nct6796dr/voltage/13,/lpc/nct6796dr/voltage/14,/lpc/nct6796dr/temperature/0,/lpc/nct6796dr/temperature/1,/lpc/nct6796dr/temperature/2,/lpc/nct6796dr/temperature/3,/lpc/nct6796dr/temperature/4,/lpc/nct6796dr/temperature/5,/lpc/nct6796dr/temperature/6,/lpc/nct6796dr/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/temperature/7,/intelcpu/0/temperature/8,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/clock/7,/intelcpu/0/clock/8,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/temperature/9,/atigpu/0/power/0,/atigpu/0/fan/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/atigpu/0/load/1,/atigpu/0/control/0,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","Fan Control #7","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Hot Spot","GPU Total","GPU Fan","GPU Core","GPU Memory","GPU Core","GPU Core","GPU Memory","GPU Fan","Temperature","Used Space","Used Space"
10/23/2022 17:44:26,74.90196,47.45098,63.92157,63.92157,30.19608,30.19608,63.92157,0.856000066,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,44.5,41,34,8,23,28,-12,1717.55725,2.34375,3.125,0.78125,0,0,0,0,2.34375,1.07421875,43,42,43,42,43,43,43,43,44,4706.47852,4606.341,4706.47852,4105.65137,3805.238,2903.99756,4606.341,4606.341,11.51222,10.5733652,0,0.6830949,100.13784,45.5164,14.5063438,17.3642426,43,43,1,0,0,0,0.006,0,0,0,40,14.0968857,69.5826645
10/23/2022 17:44:31,74.90196,47.45098,63.92157,63.92157,30.19608,30.19608,63.92157,0.704000056,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,44,41,34,8,23,28,-12,1700.25183,0.78125,0.78125,0,0,0,0,0,0.78125,0.29296875,43,43,44,43,48,44,44,43,50,4706.483,4406.06934,4606.345,801.103455,801.103455,801.103455,801.103455,801.103455,10.1204615,9.188705,0,0.6284424,100.137932,45.53889,14.5135117,17.3570747,43,44,1,0,0,0,0.006,0,0,0,40,14.0969238,69.5826645
10/23/2022 17:44:36,84.70589,57.2549,63.92157,63.92157,30.19608,30.19608,63.92157,1.2,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,59,41,34,8.5,23,28,-12,1698.11316,0.78125,0.78125,0,0,0,5.384612,44.4444427,0,6.42395,46,45,46,45,48,46,59,45,59,4706.47852,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,34.2642479,33.3303337,0,1.02456784,100.13784,45.5378265,14.5131721,17.3574142,44,44,1,0,0,0,0.006,0,0,0,40,14.0969238,69.5826645
10/23/2022 17:44:41,92.94118,67.05882,63.92157,63.92157,30.19608,30.19608,63.92157,1.192,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,61,41,34,8.5,23,28,-12,1942.446,0,7.03125,8.4615345,0,38.88889,0.78125,0,0,6.89536953,47,47,48,46,56,47,48,46,56,4606.341,4706.47852,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,36.494957,35.56957,0,1.070093,100.13784,45.2206955,14.4121017,17.4584846,43,44,1,0,0,0,0.006,0,0,0,40,14.0969238,69.5826645
10/23/2022 17:44:46,75.29412,48.2352943,63.92157,63.92157,30.19608,30.19608,63.92157,1.03200006,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,43.5,41,34,8,23,28,-12,1757.8125,0,0.78125,0.78125,0,0,0,0,0,0.1953125,43,43,43,43,43,43,43,43,43,4706.479,801.102844,801.102844,801.102844,801.102844,801.102844,801.102844,801.102844,8.015013,7.086126,0,0.603304148,100.137856,45.79933,14.5965157,17.27407,43,44,1,0,0,0,0.006,0,0,0,40,14.0969238,69.5826645
10/23/2022 17:44:51,87.05882,60,63.92157,63.92157,30.19608,30.19608,63.92157,1.20800006,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,62.5,41,34,8,23,28,-12,1829.26831,0,3.125,46.9230766,0,0,0,0,0,6.256008,48,47,64,47,48,47,47,46,64,4606.341,4606.341,4606.341,4706.479,4606.341,4606.341,4706.479,4606.341,36.827034,35.9938,0,0.8859787,100.137848,45.88015,14.6222725,17.2483139,43,43,1,0,0,0,0.006,0,0,0,40,14.0969238,69.5826645
10/23/2022 17:44:56,76.86275,49.80392,63.92157,63.92157,30.19608,30.19608,63.92157,0.728000045,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,45,41,34,8.5,23,28,-12,1844.26233,0.793647766,3.125,1.5625,0,0,0,0,0,0.6851435,43,43,43,43,43,44,43,43,44,801.1022,801.1022,801.1022,801.1022,801.1022,801.1022,801.1022,801.1022,10.0059881,9.063627,0,0.6854813,100.137772,46.1863251,14.7198524,17.1507339,43,43,1,0,0,0,0.006,0,0,0,40,14.0969238,69.5826645
10/23/2022 17:45:01,75.68628,48.6274529,63.92157,63.92157,30.19608,30.19608,63.92157,0.68,1.672,3.456,3.36000013,0.992000043,1.056,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,44,41,34,8,23,28,-12,1748.70471,0.78125,0,0,0.7692337,0,0,0,0,0.193810463,43,42,43,43,43,43,43,42,43,801.1026,801.1026,801.1026,801.1026,801.1026,801.1026,801.1026,801.1026,7.008211,6.080941,0,0.6032064,100.137825,46.2136269,14.7285538,17.1420326,43,43,1,0,0,2,0.006,0,0,0,40,14.096962,69.5826645
10/23/2022 17:45:06,74.90196,47.45098,63.92157,63.92157,30.19608,30.19608,63.92157,0.648,1.672,3.456,3.37600017,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,43,41,34,8,23,28,-12,1735.21851,0.78125,0.78125,0.78125,0,0,0,0,0,0.29296875,42,42,43,42,42,43,43,42,43,801.1022,801.1022,801.1022,801.1022,801.1022,801.1022,801.1022,801.1022,6.17473459,5.23452854,0,0.5958301,100.137772,46.22696,14.7328033,17.1377831,43,44,1,0,0,2,0.006,0,0,0,40,14.096962,69.5826645
10/23/2022 17:45:11,74.90196,47.45098,63.92157,63.92157,30.19608,30.19608,63.92157,1.176,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,44.5,41,34,8,23,28,-12,1708.86072,2.34375,4.6875,2.34375,0,0,0,0,0,1.171875,42,42,43,43,43,44,44,43,44,4706.47852,4406.065,3504.82446,3805.23779,4606.341,801.1027,801.1027,4706.47852,9.488201,8.546502,0,0.6868417,100.13784,46.2270775,14.7328415,17.1377449,43,43,1,0,0,0,0.006,0,0,0,40,14.096962,69.5826645
10/23/2022 17:45:16,74.90196,47.45098,63.92157,63.92157,30.19608,30.19608,63.92157,0.656,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,43,41,34,8,23,28,-12,1711.02661,1.5625,0,0,0,0,0,0,0.78125,0.29296875,42,42,43,42,43,43,42,42,43,801.1028,801.1028,801.1028,801.1028,801.1028,801.1028,801.1028,801.1028,7.18684626,6.256934,0,0.604759455,100.137848,46.23152,14.7342567,17.13633,43,43,1,0,0,0,0.006,0,0,0,40,14.096962,69.5826645
10/23/2022 17:45:21,74.90196,47.45098,63.92157,63.92157,30.19608,30.19608,63.92157,0.744,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,43,41,34,8,23,28,-12,1704.54541,0,0.78125,0,0,0,0,0,0.78125,0.1953125,42,42,43,42,42,43,43,42,43,4706.47754,4606.34,801.102539,801.102539,801.102539,801.102539,801.102539,801.102539,6.97869349,6.0510006,0,0.6005228,100.137817,46.23182,14.7343521,17.1362343,43,44,1,0,0,0,0.006,0,0,0,40,14.096962,69.5826645
10/23/2022 17:45:26,74.90196,47.45098,63.92157,63.92157,30.19608,30.19608,63.92157,0.656,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,43.5,41,34,8,23,28,-12,1698.11316,1.53846145,0,0,3.8461566,0,0,0,0,0.6730795,42,42,42,42,42,43,43,42,43,801.1027,801.1027,801.1027,801.1027,801.1027,801.1027,4606.341,4606.341,10.2752314,9.331589,0,0.680847347,100.13784,46.2242775,14.7319489,17.1386375,43,44,1,0,7,6,0.70600003,0,0,0,40,14.096962,69.5826645
10/23/2022 17:45:31,74.90196,47.45098,63.92157,63.92157,30.19608,30.19608,63.92157,0.656,1.672,3.456,3.36000013,0.992000043,1.056,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,43,41,34,8,23,28,-12,1708.86072,1.5625,0.78125,0,0,0,0,0,0,0.29296875,41,42,42,42,42,42,42,41,43,801.1022,801.1022,4606.3374,4105.64844,3204.40869,2303.1687,4606.3374,4606.3374,7.02209473,6.08617163,0,0.603000641,100.137772,46.24992,14.74012,17.1304665,43,44,1,0,0,0,0.006,0,0,0,40,14.0969849,69.5826645
10/23/2022 17:45:36,73.7254944,46.27451,63.92157,63.92157,30.19608,30.19608,63.92157,0.856000066,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,43,41,34,8,23,28,-12,1683.29175,0,0,0,0,0.7692337,0,0.7692337,0,0.192308426,41,41,42,42,42,43,42,41,43,4706.48047,3805.2395,2903.99854,2002.75757,1101.51672,801.103,801.103,801.103,8.806587,7.87601471,0,0.627781332,100.137878,46.25218,14.7408409,17.1297455,43,44,1,0,0,0,0.006,0,0,0,40,14.0969849,69.5826645
10/23/2022 17:45:41,73.7254944,46.27451,63.92157,63.92157,30.19608,30.19608,63.92157,0.792000055,1.672,3.456,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,43.5,40,34,8,23,28,-12,1670.79211,0,3.90625,1.5625,0,0,0,0,0,0.68359375,43,43,43,42,42,43,43,42,43,4105.655,4406.06836,4706.48242,4606.344,4606.344,4606.344,801.103333,2002.75842,11.9301167,10.9894266,0,0.696706355,100.137917,46.2182961,14.7300415,17.1405449,43,44,1,0,0,0,0.006,0,0,0,40,14.0969849,69.5826645
10/23/2022 17:45:46,74.90196,47.45098,63.92157,63.92157,30.19608,30.19608,63.92157,0.792000055,1.672,3.456,3.36000013,0.992000043,1.064,1.33600008,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,52,40,34,8.5,23,28,-12,1691.72937,1.5625,0.78125,16.3942337,0,0,0,0,0.78125,2.43990421,45,45,61,44,46,44,45,43,61,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,20.71975,19.8191414,0,0.775422156,100.13784,46.22034,14.7306938,17.1398926,43,44,1,0,0,0,0.006,0,0,0,40,14.0969849,69.5826645
10/23/2022 17:45:51,75.68628,48.6274529,63.92157,63.92157,30.19608,30.19608,63.92157,1.024,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,46.5,41,34,8,23,28,-12,1965.06555,0.78125,0,0,0,0,2.34375,3.125,0,0.78125,43,42,44,50,43,45,45,43,50,4606.34473,4606.34473,4606.34473,4606.34473,4606.34473,4606.34473,4606.34473,4606.34473,12.9389038,12.0132341,0,0.6689306,100.137924,46.6393852,14.8642464,17.00634,43,43,1,0,0,2,0.006,0,0,0,40,14.0969849,69.5826645
10/23/2022 17:45:56,78.82353,51.7647057,63.92157,63.92157,30.19608,30.19608,63.92157,0.792000055,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,46.5,41,34,8.5,23,28,-12,1812.08057,3.125,4.6875,3.13739777,0.78125,6.25,0,0,0,2.24764347,43,43,44,44,43,44,43,43,45,3504.82422,801.102661,801.102661,801.102661,801.102661,801.102661,4606.34033,4606.34033,18.2418957,17.2855663,0,0.8456512,100.137833,46.774498,14.9073067,16.96328,43,44,1,0,0,2,0.006,0,0,0,40,14.0969849,69.5826645
10/23/2022 17:46:01,88.62745,62.7451,63.92157,63.92157,30.19608,30.19608,63.92157,1.192,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,59,41,34,8,23,28,-12,2045.45459,1.5625,3.90625,0.78125,0,0,0,0,0,0.78125,48,48,61,48,47,48,47,45,60,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,36.7276764,35.86797,0,0.8972376,100.137856,46.7934837,14.9133568,16.95723,43,44,1,0,0,2,0.006,0,0,0,40,14.0969543,69.5826645
10/23/2022 17:46:06,78.43137,51.7647057,63.92157,63.92157,30.19608,30.19608,63.92157,0.648,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,48,41,34,8,23,28,-12,1769.33154,3.125,0.78125,0.78125,3.125,3.87018919,0,0,0,1.46033764,44,43,45,45,45,45,45,44,45,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,4606.34131,19.7239532,18.8244553,0,0.7539807,100.137856,46.8063354,14.9174538,16.9531326,43,44,1,0,0,2,0.006,0,0,0,40,14.0969543,69.5826645
10/23/2022 17:46:11,93.7254944,68.62745,63.92157,63.92157,30.19608,30.19608,63.92157,1.192,1.672,3.47200012,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,61.5,41,34,9,22,28,-12,2242.525,7.03125,4.6875,18.75,27.34375,7.03125,0.78125,1.5625,19.53125,10.8398438,50,50,64,49,49,50,48,49,64,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,46.1138458,45.07871,0,1.30473137,100.137863,47.5706139,15.1610336,16.7095528,43,44,1,0,0,2,0.006,0,0,0,40,14.0969543,69.5826645
10/23/2022 17:46:16,78.82353,51.7647057,63.92157,63.92157,30.19608,30.19608,63.92157,0.736000061,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,47,42,34,8,23,28,-12,1849.31506,1.5625,0.78125,0,1.5625,0,0,0,0,0.48828125,45,46,46,47,45,47,46,46,47,4606.341,4606.341,801.1027,1201.65417,4606.341,4606.341,4606.341,4606.341,15.494277,14.5913467,0,0.7200721,100.13784,47.60912,15.1733055,16.69728,43,43,1,0,0,2,0.006,0,0,0,40,14.0969543,69.5826645
10/23/2022 17:46:21,78.82353,51.7647057,63.92157,63.92157,30.19608,30.19608,63.92157,0.776,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,47,41,34,8,23,28,-12,1821.8623,1.5625,1.5625,0,3.96825075,0,0,0,0,0.886654854,45,44,45,45,45,46,46,45,46,1602.20471,1602.20471,1602.20471,2803.85815,4606.33838,4706.476,4606.33838,4606.33838,15.2076292,14.2910538,0,0.7276967,100.137794,47.63319,15.1809769,16.68961,43,43,1,0,0,0,0.006,0,0,0,40,14.0969543,69.5826645
10/23/2022 17:46:26,81.9607849,55.294117,63.92157,63.92157,30.19608,30.19608,63.92157,1.184,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,50,42,34,8,23,28,-12,1826.793,0,3.90625,10.15625,0.78125,0,0,0,0.78125,1.953125,46,46,47,46,46,47,47,46,47,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,26.5307827,25.6165,0,0.9076522,100.137863,47.6525459,15.1871452,16.6834412,43,44,1,0,0,4,0.006,0,0,0,40,14.0969543,69.5826645
10/23/2022 17:46:31,81.1764755,54.5098038,63.92157,63.92157,30.19608,30.19608,63.92157,1,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,52.5,42,34,8,23,28,-12,1948.052,1.53846145,0.7692337,3.076923,1.53846145,0.7692337,0,0,0,0.9615421,52,49,53,52,51,53,50,49,53,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,32.51184,31.6210938,0,0.7918896,100.13784,47.71804,15.2080193,16.6625671,44,44,1,0,0,2,0.006,0,0,0,40,14.0986328,69.5826645
10/23/2022 17:46:36,86.27451,60.39216,63.92157,63.92157,30.19608,30.19608,63.92157,1.128,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,55,42,34,8,23,28,-12,1928.57141,2.34375,0,8.59375,0,6.25,0,0,0,2.1484375,47,47,48,48,48,49,49,47,49,801.1017,801.1017,801.1017,801.1017,801.1017,801.1017,801.1017,4606.33447,30.40864,29.50917,0,0.753806,100.137711,47.64789,15.1856613,16.6849251,43,44,1,0,0,2,0.006,0,0,0,40,14.0986328,69.5826645
10/23/2022 17:46:41,82.7451,56.47059,63.92157,63.92157,30.19608,30.19608,63.92157,1.20800006,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,52,42,34,8,23,28,-12,2030.0752,3.125,4.6875,0,0,0,0.78125,0,0,1.07421875,49,49,49,49,50,50,49,48,50,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,31.29855,30.3789616,0,0.8198439,100.137848,47.6748428,15.194252,16.6763344,43,43,1,0,0,0,0.006,0,0,0,40,14.0986328,69.5826645
10/23/2022 17:46:46,83.92157,57.2549,63.92157,63.92157,30.19608,30.19608,63.92157,1.144,1.672,3.456,3.36000013,0.992000043,1.056,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,53,43,34,8,23,28,-12,1962.20935,4.91803265,0,0,0,0,0,0,0.819671154,0.71721077,55,52,50,53,49,55,50,51,55,4606.34229,4606.34229,4606.34229,4606.34229,4606.34229,4606.34229,4606.34229,4606.34229,32.12234,31.2628117,0,0.7716798,100.137878,47.6535378,15.1874619,16.6831245,43,44,1,0,0,2,0.006,0,0,0,40,14.0986328,69.5826645
10/23/2022 17:46:51,83.92157,57.2549,63.92157,63.92157,30.19608,30.19608,63.92157,1.21600008,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,53.5,43,34,8,23,28,-12,1973.6842,1.5625,2.34375,0.78125,0,0.78125,4.6875,0,0.78125,1.3671875,55,54,51,57,49,56,50,49,58,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,4606.34033,30.3843689,29.4994221,0,0.766400754,100.13784,47.7150841,15.207077,16.66351,43,44,1,0,12,6,0.70600003,0,0,0,40,14.0986328,69.5826645
10/23/2022 17:46:56,88.62745,62.7451,63.92157,63.92157,30.19608,30.19608,63.92157,1.21600008,1.672,3.456,3.36000013,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,58.5,43,34,8,23,28,-12,2045.45459,3.90625,0.78125,3.90625,0,0,3.125,0,0,1.46484375,51,57,52,51,50,50,50,49,57,4706.47852,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,36.3783,35.50574,0,0.9490175,100.13784,47.7081146,15.2048569,16.66573,43,44,1,0,0,0,0.006,0,0,0,40,14.0986328,69.5826645
10/23/2022 17:47:01,88.62745,62.7451,63.92157,63.92157,30.19608,30.19608,63.92157,1.20800006,1.672,3.47200012,3.37600017,0.992000043,1.064,1.3440001,3.47200012,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,59.5,43,34,8,23,28,-12,2106.08423,0,2.34375,0,0,0,0,3.125,0,0.68359375,52,59,51,51,51,51,50,49,59,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,35.8851662,35.0377769,0,0.8887026,100.137848,47.6793327,15.1956825,16.6749039,43,44,1,0,0,0,0.006,0,0,0,40,14.0985565,69.5826645
10/23/2022 17:47:06,85.4902,59.2156868,63.92157,63.92157,30.19608,30.19608,63.92157,0.792000055,1.672,3.456,3.37600017,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,50,43,34,8,23,28,-12,2129.33765,0,3.90625,1.5625,0,0.78125,3.125,0,0,1.171875,47,48,48,48,48,49,48,47,48,801.1021,801.1021,801.1021,801.1021,801.1021,801.1021,801.1021,801.1021,13.5679493,12.612339,0,0.7045105,100.137764,47.278347,15.0678864,16.8027,44,44,1,0,0,0,0.006,0,0,0,40,14.0985565,69.5826645
10/23/2022 17:47:11,79.60784,52.9411774,63.92157,63.92157,30.19608,30.19608,63.92157,0.664000034,1.672,3.456,3.36000013,0.992000043,1.056,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,48.5,43,34,8,23,28,-12,1831.75037,0.78125,4.6875,0.78125,0,0,3.125,0,0.78125,1.26953125,47,47,47,47,46,47,47,47,48,4706.482,801.103333,801.103333,801.103333,4606.344,4406.06836,4606.344,3805.24072,12.4309635,11.49487,0,0.7118858,100.137917,47.16472,15.0316734,16.838913,43,44,1,0,0,2,0.006,0,0,0,40,14.0985565,69.5826645
10/23/2022 17:47:16,78.82353,51.7647057,63.92157,63.92157,30.19608,30.19608,63.92157,0.648,1.672,3.47200012,3.37600017,0.992000043,1.064,1.35200012,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,47,43,34,8,23,28,-12,1821.8623,0,1.5625,0,0,0,3.125,0,0,0.5859375,45,45,46,45,45,46,46,45,47,801.1021,801.1021,801.1021,4606.3374,801.1021,801.1021,801.1021,801.1021,8.179082,7.24889946,0,0.6228187,100.137764,47.17917,15.0362778,16.8343086,43,44,1,0,0,2,0.006,0,0,0,40,14.0985565,69.5826645
10/23/2022 17:47:21,89.8039246,63.92157,63.92157,63.92157,30.19608,30.19608,63.92157,1.192,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,59,43,34,8.5,23,28,-12,2076.923,0,3.125,0,2.34375,15.4086533,0.78125,0,0.78125,2.80498862,49,48,50,49,55,50,50,48,55,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,33.35438,32.45305,0,0.9816278,100.137848,47.1770477,15.0356026,16.8349838,43,44,2,0,4,4,0.70600003,0,0,0,40,14.0985565,69.5826645
10/23/2022 17:47:26,89.8039246,63.92157,63.92157,63.92157,30.19608,30.19608,63.92157,1.184,1.672,3.456,3.36000013,0.992000043,1.056,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,59.5,43,34,8.5,23,28,-12,2096.27319,0.78125,3.125,1.5625,0,20.3125,6.25,0,0.78125,4.1015625,51,50,51,50,61,50,50,49,61,4706.47852,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,33.52176,32.6039925,0,1.06551063,100.13784,47.22178,15.0498581,16.8207283,43,44,1,0,0,0,0.006,0,0,0,40,14.0985565,69.5826645
10/23/2022 17:47:31,92.54902,67.05882,63.92157,63.92157,30.19608,30.19608,63.92157,1.2,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.27200007,1.672,64,43,34,8,23,28,-12,2054.79443,0,0,0,0,35.15625,3.125,0,0,4.78515625,51,49,52,50,65,51,51,51,65,4706.47852,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,4606.341,35.430378,34.5750656,0,0.926589131,100.13784,47.2681236,15.0646286,16.8059578,44,44,1,0,0,0,0.006,0,0,0,40,14.0982361,69.5826645
10/23/2022 17:47:36,91.76471,66.27451,63.92157,63.92157,30.19608,30.19608,63.92157,1.2,1.672,3.456,3.36000013,0.992000043,1.064,1.3440001,3.456,0.528,0.528,0.480000019,0.904000044,1.28000009,1.672,60.5,44,34,8,23,28,-12,2327.58618,0,0.78125,0,0,23.8095226,3.90625,0,0.78125,3.65978479,50,49,51,49,53,51,51,49,53,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,4606.342,801.1029,31.6023426,30.6996384,0,0.9092593,100.137863,47.24245,15.0564461,16.81414,43,44,2,0,12,2,0.70600003,0,0,0,40,14.0982361,69.5826645
