,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/temperature/7,/intelcpu/0/temperature/8,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/clock/7,/intelcpu/0/clock/8,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0,/hdd/2/load/0,/hdd/3/load/0
10/22/2022 00:02:02,0.78125,0.78125,3.076923,0,0.78125,1.5625,0.7692337,0,0.9690523,,,,,,,,,,,,,,,,,,42.4935341,13.5429382,18.3276482,40,14.1572266,,,69.5826645
10/22/2022 00:02:07,0.78125,1.5625,0,0,0.78125,0,1.53846145,0,0.5829334,,,,,,,,,,,,,,,,,,42.5665,13.5661926,18.3043938,40,14.1572266,,,69.5826645
10/22/2022 00:02:12,2.30768919,3.8461566,4.6875,1.5625,2.31971145,2.34375,2.34375,3.87018919,2.910155,,,,,,,,,,,,,,,,,,42.5588951,13.56377,18.3068161,40,14.1572266,,,69.5826645
10/22/2022 00:02:17,0.7692337,0,1.53846145,0,0.7692337,0.7692337,0,0,0.480771065,,,,,,,,,,,,,,,,,,42.5330925,13.5555458,18.31504,40,14.1572266,,,69.5826645
10/22/2022 00:02:22,2.30768919,0.7692337,0.7692337,0.7692337,0.78125,1.53846145,1.53846145,0,1.05919838,,,,,,,,,,,,,,,,,,42.4982376,13.5444374,18.326149,40,14.1572266,,,69.5826645
10/22/2022 00:02:27,0.78125,2.34375,0.78125,1.53846145,0.78125,0.7692337,0.78125,0,0.9720564,,,,,,,,,,,,,,,,,,42.56097,13.56443,18.3061562,40,14.1572266,,,69.5826645
10/22/2022 00:02:32,0.7692337,0,3.03030014,0,0,0.757575035,0,0.757575035,0.66434145,,,,,,,,,,,,,,,,,,42.5722351,13.56802,18.3025665,40,14.1572266,,,69.5826645
10/22/2022 00:02:37,0.78125,0,1.53846145,0,0,0,0,0,0.289964676,,,,,,,,,,,,,,,,,,42.4876,13.5410461,18.32954,40,14.1572266,,,69.5826645
10/22/2022 00:02:42,0.78125,1.58730149,0,0,0,0.78125,0.793647766,0.793647766,0.5921364,,,,,,,,,,,,,,,,,,42.48131,13.5390434,18.331543,40,14.1572266,,,69.5826645
10/22/2022 00:02:47,0.7692337,0.7692337,1.5625,0,0,1.5504837,0.7692337,1.53846145,0.869894,,,,,,,,,,,,,,,,,,42.469162,13.5351715,18.3354149,40,14.1572266,,,69.5826645
10/22/2022 00:02:52,0.78125,0.78125,1.5625,2.34375,0,0.78125,0,0.78125,0.87890625,,,,,,,,,,,,,,,,,,42.46065,13.5324593,18.3381271,40,14.1572266,,,69.5826645
10/22/2022 00:02:57,0.78125,0.793647766,3.125,1.5625,0,0,0,0,0.7827997,,,,,,,,,,,,,,,,,,42.49145,13.5422745,18.3283119,40,14.1572266,,,69.5826645
10/22/2022 00:03:03,1.53846145,1.53846145,0,0,0,1.538825,1.52680874,0,0.767827034,,,,,,,,,,,,,,,,,,42.4526,13.529892,18.3406944,40,14.1572266,,,69.5826645
10/22/2022 00:03:08,1.53846145,2.30768919,1.51515007,0.7692337,0,0.7692337,0,0.7692337,0.9586215,,,,,,,,,,,,,,,,,,42.5189438,13.5510368,18.31955,40,14.1572266,,,69.5826645
10/22/2022 00:03:13,3.91864777,8.705735,5.46875,3.8461566,3.91941071,1.53846145,1.5504837,0.793647766,3.717661,,,,,,,,,,,,,,,,,,42.49624,13.5438,18.326786,40,14.1572266,,,69.5826645
10/22/2022 00:03:18,0.78125,4.713064,2.38095522,0,0,0.793647766,0,0.793647766,1.18281841,,,,,,,,,,,,,,,,,,42.4856224,13.5404167,18.33017,40,14.1572266,,,69.5826645
10/22/2022 00:03:23,0.78125,2.34375,2.30768919,1.58730149,0,0,0,0,0.8774996,,,,,,,,,,,,,,,,,,42.5417,13.5582886,18.3122978,40,14.1572266,,,69.5826645
10/22/2022 00:03:28,0.7692337,0.78125,0,0,0,0,0.757575035,0,0.288510323,,,,,,,,,,,,,,,,,,42.50604,13.5469246,18.3236618,40,14.1572266,,,69.5826645
10/22/2022 00:03:33,1.5625,0.793647766,0,0,0,0,0.793647766,0,0.393724442,,,,,,,,,,,,,,,,,,42.43706,13.5249405,18.3456459,40,14.1572266,,,69.5826645
10/22/2022 00:03:38,0.7692337,0.757575035,0.7692337,0,0,0,0.78125,0,0.384664536,,,,,,,,,,,,,,,,,,42.4365,13.5247612,18.3458252,40,14.1572266,,,69.5826645
10/22/2022 00:03:43,0.7692337,2.30768919,0.7692337,0,0,1.53846145,0,0.7692337,0.7692337,,,,,,,,,,,,,,,,,,42.4271774,13.52179,18.3487968,40,14.1572266,,,69.5826645
10/22/2022 00:03:48,0.78125,0.78125,0,0.78125,0,0.78125,0,0,0.390625,,,,,,,,,,,,,,,,,,42.43303,13.5236549,18.3469315,40,14.1572266,,,69.5826645
10/22/2022 00:03:53,1.5504837,1.53846145,0.7692337,0,0,0,0,0,0.4822731,,,,,,,,,,,,,,,,,,42.4807739,13.5388718,18.3317146,40,14.1572266,,,69.5826645
10/22/2022 00:03:58,0.7692337,0,0.757575035,3.125,0,0.757575035,0,0,0.676178932,,,,,,,,,,,,,,,,,,42.4088974,13.5159645,18.3546219,40,14.1572266,,,69.5826645
10/22/2022 00:04:03,1.53846145,0.78125,1.5625,1.53846145,2.30768919,0.78125,0,0.78125,1.16136074,,,,,,,,,,,,,,,,,,42.4417038,13.5264206,18.3441658,40,14.1572266,,,69.5826645
10/22/2022 00:04:08,1.5625,1.53846145,0,2.34375,0,0,0.7692337,0,0.7767439,,,,,,,,,,,,,,,,,,42.36569,13.5021935,18.3683929,40,14.1572266,,,69.5826645
10/22/2022 00:04:13,1.5625,1.5625,0.78125,2.38095522,0,0.78125,1.56288147,0,1.0789156,,,,,,,,,,,,,,,,,,42.3690758,13.503273,18.3673134,40,14.1572266,,,69.5826645
10/22/2022 00:04:18,0.78125,0.793647766,0.793647766,0,0,0,2.30768919,0.793647766,0.6837368,,,,,,,,,,,,,,,,,,42.4716072,13.53595,18.3346367,40,14.1572266,,,69.5826645
10/22/2022 00:04:23,1.5504837,0.78125,1.58730149,1.5625,0.7692337,1.5625,0.793647766,0,1.07586384,,,,,,,,,,,,,,,,,,42.4433823,13.5269547,18.3436317,40,14.1572266,,,69.5826645
10/22/2022 00:04:28,0.78125,0.7692337,0,0.793647766,0,2.3317337,0.7692337,0,0.68063736,,,,,,,,,,,,,,,,,,42.3793831,13.5065575,18.3640289,40,14.1572266,,,69.5826645
10/22/2022 00:04:33,0.78125,1.58730149,0,1.5625,1.5625,0,0,0.793647766,0.785899162,,,,,,,,,,,,,,,,,,42.46136,13.5326843,18.3379021,40,14.1572266,,,69.5826645
10/22/2022 00:04:38,0.7692337,0.7692337,0.7692337,0.78125,0,0,0,0.7692337,0.4822731,,,,,,,,,,,,,,,,,,42.460022,13.5322571,18.33833,40,14.1572266,,,69.5826645
10/22/2022 00:04:43,0.78125,0.78125,0.78125,0.793647766,0,2.34375,0,0,0.6851435,,,,,,,,,,,,,,,,,,42.45868,13.53183,18.3387566,40,14.1572266,,,69.5826645
10/22/2022 00:04:48,3.91864777,10.15625,5.46875,4.6875,3.125,6.25,8.521634,8.630955,6.344843,,,,,,,,,,,,,,,,,,42.4191551,13.5192337,18.3513527,40,14.1572266,,,69.5826645
10/22/2022 00:04:53,0.7692337,0.757575035,2.34375,1.53846145,0,0,0,0,0.676131248,,,,,,,,,,,,,,,,,,42.5156059,13.5499725,18.3206139,40,14.1572266,,,69.5826645
10/22/2022 00:04:58,1.53846145,0.78125,1.5625,0,0,0.78125,0.7692337,0,0.679087639,,,,,,,,,,,,,,,,,,42.531826,13.5551414,18.3154449,40,14.1572266,,,69.5826645
10/22/2022 00:05:03,3.13739777,11.9047642,7.03125,5.384612,2.34375,5.46875,4.6274066,6.31200075,5.77623844,,,,,,,,,,,,,,,,,,42.4759026,13.5373192,18.3332672,40,14.1572266,,,69.5826645
10/22/2022 00:05:08,2.29603648,0,0,1.53846145,0,0,0,0.7692337,0.5754709,,,,,,,,,,,,,,,,,,42.62814,13.5858383,18.2847481,40,14.1572266,,,69.5826645
10/22/2022 00:05:13,1.53846145,5.396634,3.8461566,3.90625,1.5625,1.5625,3.858173,1.53846145,2.90114284,,,,,,,,,,,,,,,,,,42.7534828,13.6257858,18.2448,40,14.1572266,,,69.5826645
10/22/2022 00:05:18,1.57489777,0,2.34375,1.53846145,0.7692337,0.7692337,0,0,0.8744478,,,,,,,,,,,,,,,,,,42.5930252,13.574646,18.29594,40,14.1572266,,,69.5826645
10/22/2022 00:05:23,16.40625,44.3223419,7.936507,7.69230747,10.76923,11.78075,3.91941071,7.862103,13.8361092,,,,,,,,,,,,,,,,,,42.79728,13.6397438,18.2308426,40,14.1572266,,,69.5826645
10/22/2022 00:05:28,21.7307682,46.09375,25.78125,19.53125,13.9663458,21.6586533,17.1875,22.99534,23.6181087,,,,,,,,,,,,,,,,,,43.00466,13.7058372,18.16475,40,14.1572266,,,69.5826645
10/22/2022 00:05:33,3.076923,2.272725,1.51515007,0,0,0,0,0,0.8581042,,,,,,,,,,,,,,,,,,43.0528831,13.7212067,18.14938,40,14.1572495,,,69.5826645
10/22/2022 00:05:38,9.375,10.9375,11.1111107,7.8125,11.6586571,7.05605125,6.25,13.34325,9.693008,,,,,,,,,,,,,,,,,,42.5181541,13.5507851,18.3198013,40,14.1572495,,,69.5826645
10/22/2022 00:05:43,0.78125,1.53846145,0.7692337,0.78125,1.53846145,3.06526423,0,0.7692337,1.15540028,,,,,,,,,,,,,,,,,,42.4443855,13.5272751,18.3433113,40,14.1572495,,,69.5826645
10/22/2022 00:05:48,9.230768,7.70432949,13.0769253,4.6875,5.46875,4.651439,6.1899066,10.0000019,7.62620544,,,,,,,,,,,,,,,,,,42.613,13.5810127,18.2895737,40,14.1572495,,,69.5826645
10/22/2022 00:05:53,0.7692337,0,0,0.7692337,0.7692337,0,0,0,0.288462639,,,,,,,,,,,,,,,,,,42.57513,13.568943,18.3016434,40,14.1572495,,,69.5826645
10/22/2022 00:05:58,2.30768919,3.8461566,2.30768919,0,2.30768919,1.53846145,1.53846145,0.7692337,1.82692409,,,,,,,,,,,,,,,,,,42.56365,13.5652847,18.3053017,40,14.1572495,,,69.5826645
10/22/2022 00:06:03,2.30768919,2.34375,0.78125,0,0,0.757575035,1.5625,1.53846145,1.16140842,,,,,,,,,,,,,,,,,,42.5997963,13.5768051,18.2937813,40,14.1571274,,,69.5826645
10/22/2022 00:06:08,0.78125,1.53846145,0,0,1.5625,0,0.7692337,0,0.5814314,,,,,,,,,,,,,,,,,,42.569706,13.567215,18.3033714,40,14.1571274,,,69.5826645
10/22/2022 00:06:13,1.53846145,5.384612,1.52680874,0,0,1.51515007,0,0,1.24562979,,,,,,,,,,,,,,,,,,42.6219139,13.5838547,18.2867317,40,14.1571274,,,69.5826645
10/22/2022 00:06:18,0.78125,3.90625,0.78125,3.125,2.30768919,2.34375,0.78125,1.53846145,1.94561481,,,,,,,,,,,,,,,,,,42.60506,13.5784836,18.2921028,40,14.1571274,,,69.5826645
10/22/2022 00:06:23,1.53846145,1.53846145,2.30768919,0.78125,0.7692337,3.076923,0,0,1.25150681,,,,,,,,,,,,,,,,,,42.7100372,13.6119385,18.2586479,40,14.1571274,,,69.5826645
10/22/2022 00:06:28,1.57489777,0,0.7692337,3.125,0,2.36855149,0,0,0.9797096,,,,,,,,,,,,,,,,,,42.55441,13.56234,18.3082466,40,14.1571274,,,69.5826645
10/22/2022 00:06:33,0.78125,2.34375,0.78125,0.7692337,0,0.793647766,0.78125,0,0.7812977,,,,,,,,,,,,,,,,,,42.58189,13.5710983,18.2994881,40,14.1571274,,,69.5826645
10/22/2022 00:06:38,1.53846145,4.54545,3.03030014,0.78125,0,0.7692337,2.272725,1.52680874,1.80803537,,,,,,,,,,,,,,,,,,42.53568,13.55637,18.3142166,40,14.1571274,,,69.5826645
10/22/2022 00:06:43,3.14980149,0.78125,0.78125,0.78125,0,0.78125,1.5625,0.793647766,1.07886791,,,,,,,,,,,,,,,,,,42.5082321,13.5476227,18.3229637,40,14.1571274,,,69.5826645
10/22/2022 00:06:49,1.53846145,0.78125,0.78125,0,1.53846145,1.5504837,0,0,0.7737398,,,,,,,,,,,,,,,,,,42.5326271,13.555397,18.31519,40,14.1571274,,,69.5826645
10/22/2022 00:06:54,1.5625,0,2.30768919,0,0,0,1.5504837,0,0.6775856,,,,,,,,,,,,,,,,,,42.5550766,13.5625534,18.308033,40,14.1571274,,,69.5826645
10/22/2022 00:06:59,2.36855149,0.7692337,0,0,0,0,0,0.793647766,0.491428375,,,,,,,,,,,,,,,,,,42.51825,13.5508156,18.31977,40,14.1571274,,,69.5826645
10/22/2022 00:07:04,0.7692337,0,0.7692337,3.076923,0,1.5504837,0,0,0.770735741,,,,,,,,,,,,,,,,,,42.515255,13.5498619,18.3207245,40,14.1571274,,,69.5826645
10/22/2022 00:07:09,0.7692337,0,0,0,1.5625,1.5625,0,1.53846145,0.679087639,,,,,,,,,,,,,,,,,,42.54846,13.5604439,18.3101425,40,14.1571274,,,69.5826645
10/22/2022 00:07:14,0.78125,2.35652924,1.5625,2.38095522,0,0.7692337,0,0,0.981307,,,,,,,,,,,,,,,,,,42.5402145,13.5578156,18.31277,40,14.1571274,,,69.5826645
10/22/2022 00:07:19,3.125,3.125,0,0.7692337,0,1.58730149,1.5625,3.174603,1.66795254,,,,,,,,,,,,,,,,,,42.55162,13.561451,18.3091354,40,14.1571274,,,69.5826645
10/22/2022 00:07:24,0.7692337,0.757575035,1.51515007,0.757575035,0,0,0.757575035,0.757575035,0.66434145,,,,,,,,,,,,,,,,,,42.52323,13.5524025,18.3181839,40,14.1571274,,,69.5826645
10/22/2022 00:07:29,2.31971145,0,0,0.793647766,0,0.78125,0,0.7692337,0.5829811,,,,,,,,,,,,,,,,,,42.5442238,13.5590935,18.3114929,40,14.1571274,,,69.5826645
10/22/2022 00:07:34,1.5625,1.5625,2.34375,0.78125,0,1.5625,0.78125,0,1.07421875,,,,,,,,,,,,,,,,,,42.5674477,13.566494,18.3040924,40,14.1571274,,,69.5826645
10/22/2022 00:07:39,0.78125,0.78125,0.78125,0,2.30768919,0,0,0,0.5814314,,,,,,,,,,,,,,,,,,42.6424179,13.5903893,18.2801971,40,14.1571274,,,69.5826645
10/22/2022 00:07:44,0.78125,0,1.5625,0,2.38095522,0,0,0.7692337,0.6867409,,,,,,,,,,,,,,,,,,42.6507034,13.593029,18.2775574,40,14.1571274,,,69.5826645
10/22/2022 00:07:49,0.78125,3.08893919,2.30768919,1.53846145,5.46875,2.30768919,0,0,1.93660259,,,,,,,,,,,,,,,,,,42.5970573,13.5759315,18.2946548,40,14.1571274,,,69.5826645
10/22/2022 00:07:54,0.7692337,0.7692337,0.7692337,0,0,0,0.7692337,0,0.384616852,,,,,,,,,,,,,,,,,,42.6536942,13.5939827,18.2766037,40,14.1571274,,,69.5826645
10/22/2022 00:07:59,3.90625,8.59375,3.90625,8.59375,3.076923,4.6875,2.34375,3.13739777,4.780698,,,,,,,,,,,,,,,,,,42.713028,13.6128922,18.2576942,40,14.1571274,,,69.5826645
10/22/2022 00:08:04,0.78125,0,0,1.58730149,0,0,0,0,0.2960682,,,,,,,,,,,,,,,,,,42.61294,13.5809937,18.2895927,40,14.1571274,,,69.5826645
10/22/2022 00:08:09,1.5625,1.5625,2.34375,1.5625,0,0,0,0,0.87890625,,,,,,,,,,,,,,,,,,42.6014252,13.5773239,18.2932625,40,14.1571274,,,69.5826645
10/22/2022 00:08:14,0.7692337,2.3317337,0.7692337,1.51515007,0,0.7692337,0,0.7692337,0.8654773,,,,,,,,,,,,,,,,,,42.6888962,13.6052017,18.2653847,40,14.1571274,,,69.5826645
10/22/2022 00:08:19,1.53846145,0.7692337,0,1.5625,0.78125,0,0,0,0.5814314,,,,,,,,,,,,,,,,,,42.6379051,13.5889511,18.2816353,40,14.1571274,,,69.5826645
10/22/2022 00:08:24,1.5625,0,0,0,0,0.78125,0.7692337,0,0.389122963,,,,,,,,,,,,,,,,,,42.6236649,13.5844116,18.2861748,40,14.1571274,,,69.5826645
10/22/2022 00:08:29,1.5504837,0,0.78125,0,0.7692337,0,0,0,0.387620926,,,,,,,,,,,,,,,,,,42.6410561,13.5899544,18.280632,40,14.1571274,,,69.5826645
10/22/2022 00:08:34,2.28438377,0,0,0,0,0.78125,0.757575035,1.51515007,0.6672919,,,,,,,,,,,,,,,,,,42.6253624,13.5849533,18.2856331,40,14.1571274,,,69.5826645
10/22/2022 00:08:39,0.78125,0,0.78125,1.5625,0.78125,0.78125,0,0,0.5859375,,,,,,,,,,,,,,,,,,42.64633,13.5916367,18.27895,40,14.1571274,,,69.5826645
10/22/2022 00:08:44,0.78125,0,0.7692337,1.53846145,1.5625,0,0,0,0.5814314,,,,,,,,,,,,,,,,,,42.6308479,13.5867,18.283886,40,14.1571274,,,69.5826645
10/22/2022 00:08:49,0.78125,2.30768919,0,0.78125,2.3317337,0.7692337,0,0,0.871396065,,,,,,,,,,,,,,,,,,42.6612129,13.5963783,18.2742081,40,14.1571274,,,69.5826645
10/22/2022 00:08:54,0.78125,0.7692337,0.7692337,0,0,0,0,0,0.289964676,,,,,,,,,,,,,,,,,,42.6727867,13.6000671,18.27052,40,14.1571274,,,69.5826645
10/22/2022 00:08:59,0.78125,0,0.793647766,0,0,0.78125,0,0.78125,0.392174721,,,,,,,,,,,,,,,,,,42.63124,13.5868263,18.28376,40,14.1571274,,,69.5826645
10/22/2022 00:09:04,2.31971145,0.78125,0,0,2.34375,0.78125,0,0,0.7782459,,,,,,,,,,,,,,,,,,42.6826019,13.6031952,18.2673912,40,14.1571274,,,69.5826645
10/22/2022 00:09:09,0.78125,0,0.78125,1.5625,0,0.78125,0,0,0.48828125,,,,,,,,,,,,,,,,,,42.64923,13.59256,18.2780266,40,14.1571274,,,69.5826645
10/22/2022 00:09:14,0.7692337,1.51515007,2.272725,0,0,0,0,0,0.5696416,,,,,,,,,,,,,,,,,,42.6376457,13.5888672,18.28172,40,14.1571274,,,69.5826645
10/22/2022 00:09:19,2.31971145,0.78125,1.5625,3.125,0,2.3317337,1.5625,0,1.46033764,,,,,,,,,,,,,,,,,,42.6449242,13.5911865,18.2794,40,14.1571274,,,69.5826645
10/22/2022 00:09:24,0.78125,0,0,0,0.793647766,0,1.5625,0.78125,0.489830971,,,,,,,,,,,,,,,,,,42.6460838,13.5915565,18.27903,40,14.1571274,,,69.5826645
10/22/2022 00:09:29,0.7692337,1.53846145,2.30768919,0.7692337,0,0.7692337,0,0,0.7692337,,,,,,,,,,,,,,,,,,42.69609,13.6074944,18.263092,40,14.1571274,,,69.5826645
10/22/2022 00:09:34,0.7692337,0.7692337,0.7692337,0,0,0.7692337,0,0,0.384616852,,,,,,,,,,,,,,,,,,42.611454,13.5805206,18.2900658,40,14.1571274,,,69.5826645
10/22/2022 00:09:39,0.7692337,5.46875,2.34375,0,3.90625,2.30768919,3.125,3.076923,2.62470245,,,,,,,,,,,,,,,,,,42.6365547,13.58852,18.2820663,40,14.1571274,,,69.5826645
10/22/2022 00:09:44,0.78125,1.53846145,0,0.7692337,0.7692337,0.78125,0.7692337,0,0.676083565,,,,,,,,,,,,,,,,,,42.63652,13.5885086,18.2820778,40,14.1571274,,,69.5826645
10/22/2022 00:09:49,0.78125,0,0,1.58730149,0,1.58730149,1.58730149,0,0.6928921,,,,,,,,,,,,,,,,,,42.7021332,13.6094208,18.2611656,40,14.1571274,,,69.5826645
10/22/2022 00:09:54,0.78125,2.38095522,1.58730149,0.793647766,0.793647766,0,1.5625,0,0.9874165,,,,,,,,,,,,,,,,,,42.64866,13.5923767,18.27821,40,14.1571274,,,69.5826645
10/22/2022 00:09:59,0.78125,0.7692337,0.7692337,0.7692337,1.53846145,0.793647766,0.78125,0,0.775289536,,,,,,,,,,,,,,,,,,42.6434479,13.5907173,18.27987,40,14.1571274,,,69.5826645
10/22/2022 00:10:04,1.5625,1.58730149,0,0,0,0.78125,0,0,0.4913807,,,,,,,,,,,,,,,,,,42.6806641,13.6025772,18.26801,40,14.1571274,,,69.5826645
10/22/2022 00:10:09,0.78125,2.38095522,3.96825075,1.58730149,0,0,0,0,1.089716,,,,,,,,,,,,,,,,,,42.68431,13.6037407,18.2668457,40,14.1571274,,,69.5826645
10/22/2022 00:10:14,0.78125,0.7692337,0.7692337,0.7692337,2.30768919,0.78125,0,0.78125,0.869894,,,,,,,,,,,,,,,,,,42.7630348,13.62883,18.2417564,40,14.1571274,,,69.5826645
10/22/2022 00:10:19,0.7692337,0,0.78125,0,0.7692337,0.757575035,0,0,0.384664536,,,,,,,,,,,,,,,,,,42.604538,13.5783157,18.29227,40,14.1571274,,,69.5826645
10/22/2022 00:10:24,1.5625,0,1.5625,0,0.78125,0,0,0.78125,0.5859375,,,,,,,,,,,,,,,,,,42.5525551,13.5617485,18.3088379,40,14.1571274,,,69.5826645
